,lemmata,freqs,in%texts
69418,détourneur,1,0.19047619047619047
69419,détourneurs,1,0.19047619047619047
69420,détournons-nous,1,0.19047619047619047
69421,détour­ner,1,0.19047619047619047
69422,détraponne,1,0.19047619047619047
69423,détraquement,1,0.19047619047619047
69424,détrenché,1,0.19047619047619047
69425,détricotisation,1,0.19047619047619047
69426,détripler,1,0.19047619047619047
69427,détripé,1,0.19047619047619047
69428,détroquer,1,0.19047619047619047
69429,détrottoirant,1,0.19047619047619047
69430,détrouire,1,0.19047619047619047
69431,détrouisant,1,0.19047619047619047
69432,détruire\,1,0.19047619047619047
69433,détruit-il,1,0.19047619047619047
69434,détrônance,1,0.19047619047619047
69435,détuber,1,0.19047619047619047
69436,détubez,1,0.19047619047619047
69437,détèlera,1,0.19047619047619047
69438,détériorante,1,0.19047619047619047
69439,dététive,1,0.19047619047619047
69440,dév'loppement,1,0.19047619047619047
69441,dévague,1,0.19047619047619047
69442,dévais,1,0.19047619047619047
69443,dévalorisante,1,0.19047619047619047
69444,dévaluer,1,0.19047619047619047
69445,dévalée,1,0.19047619047619047
69446,dévapes,1,0.19047619047619047
69447,dévellopé,1,0.19047619047619047
69448,dévelop,1,0.19047619047619047
69449,développa-t-elle,1,0.19047619047619047
69450,développait-il,1,0.19047619047619047
69451,développe-t-il,1,0.19047619047619047
69452,développenænt,1,0.19047619047619047
69453,développererai,1,0.19047619047619047
69454,développé-couché,1,0.19047619047619047
69455,déventouser,1,0.19047619047619047
69456,dévergonderie,1,0.19047619047619047
69457,déverrouillage,1,0.19047619047619047
69458,déversage,1,0.19047619047619047
69459,déviationnisme,1,0.19047619047619047
69460,dévideur,1,0.19047619047619047
69461,déviole,1,0.19047619047619047
69462,dévirilisation,1,0.19047619047619047
69463,dévisageait-elle,1,0.19047619047619047
69464,dévissage,1,0.19047619047619047
69465,dévissoir,1,0.19047619047619047
69466,dévissé,1,0.19047619047619047
69467,dévitalisation,1,0.19047619047619047
69468,dévitamine,1,0.19047619047619047
69469,dévo-rateur,1,0.19047619047619047
69470,dévoilait-il,1,0.19047619047619047
69471,dévoilé-je-mes-batteries,1,0.19047619047619047
69472,dévoisineurs,1,0.19047619047619047
69473,dévoituré,1,0.19047619047619047
69474,dévorable,1,0.19047619047619047
69475,dévorait-il,1,0.19047619047619047
69476,dévorans,1,0.19047619047619047
69477,dévoue-t-il,1,0.19047619047619047
69478,dévoye,1,0.19047619047619047
69479,dévénou,1,0.19047619047619047
69480,dévêtement,1,0.19047619047619047
69481,dévêtissez,1,0.19047619047619047
69482,dévêtissezvous,1,0.19047619047619047
69483,dézingués,1,0.19047619047619047
69484,dé­savouée,1,0.19047619047619047
69485,dînait-elle,1,0.19047619047619047
69486,dînatoire,1,0.19047619047619047
69487,dîne-t-il,1,0.19047619047619047
69488,dînera-t,1,0.19047619047619047
69489,dînions-nous,1,0.19047619047619047
69490,dînons-nous,1,0.19047619047619047
69491,dît-elle,1,0.19047619047619047
69492,dô,1,0.19047619047619047
69493,dôle,1,0.19047619047619047
69494,dûe,1,0.19047619047619047
69495,dûopérer,1,0.19047619047619047
69496,dûs,1,0.19047619047619047
69497,dœs,1,0.19047619047619047
69498,d˚,1,0.19047619047619047
69499,d‘amusement,1,0.19047619047619047
69500,d‘un,1,0.19047619047619047
69501,d‘une,1,0.19047619047619047
69502,e'est-à,1,0.19047619047619047
69503,e'eu,1,0.19047619047619047
69504,e-ver,1,0.19047619047619047
69505,e.N.,1,0.19047619047619047
69506,e.N.voL.i,1,0.19047619047619047
69507,e01line,1,0.19047619047619047
69508,e2,1,0.19047619047619047
69509,e5,1,0.19047619047619047
69510,e6,1,0.19047619047619047
69511,e6t,1,0.19047619047619047
69512,e7,1,0.19047619047619047
69513,eSplications,1,0.19047619047619047
69514,eSpliqueras,1,0.19047619047619047
69515,e^,1,0.19047619047619047
69516,ea,1,0.19047619047619047
69517,each,1,0.19047619047619047
69518,eam,1,0.19047619047619047
69519,easy-chairs,1,0.19047619047619047
69520,eater,1,0.19047619047619047
69521,eating,1,0.19047619047619047
69522,eau-de,1,0.19047619047619047
69523,eau-de-seltz,1,0.19047619047619047
69524,eau-de-vi,1,0.19047619047619047
69525,eau-pet-ras,1,0.19047619047619047
69526,eau-ris,1,0.19047619047619047
69527,eaus'élançant,1,0.19047619047619047
69528,eaux-de-vie,1,0.19047619047619047
69529,eaux23,1,0.19047619047619047
69530,eberthiens,1,0.19047619047619047
69531,ebria,1,0.19047619047619047
69532,ebriété,1,0.19047619047619047
69533,eburneus,1,0.19047619047619047
69534,ec-,1,0.19047619047619047
69535,eccetera,1,0.19047619047619047
69536,ecchymoser,1,0.19047619047619047
69537,eccœtera,1,0.19047619047619047
69538,ech,1,0.19047619047619047
69539,ech-chta,1,0.19047619047619047
69540,echarpe,1,0.19047619047619047
69541,echassier,1,0.19047619047619047
69542,echclavons,1,0.19047619047619047
69543,echodoppler,1,0.19047619047619047
69544,eclipsé,1,0.19047619047619047
69545,ecolier,1,0.19047619047619047
69546,econnais,1,0.19047619047619047
69547,ecouteur,1,0.19047619047619047
69548,ecphractique,1,0.19047619047619047
69549,ecria,1,0.19047619047619047
69550,ectropion,1,0.19047619047619047
69551,ecuelle,1,0.19047619047619047
69552,ed'chez,1,0.19047619047619047
69553,ed'leur,1,0.19047619047619047
69554,edelzwicker,1,0.19047619047619047
69555,eden,1,0.19047619047619047
69556,edgar-poësque,1,0.19047619047619047
69557,edge,1,0.19047619047619047
69558,edite,1,0.19047619047619047
69559,educit,1,0.19047619047619047
69560,ee,1,0.19047619047619047
69561,eedgnc,1,0.19047619047619047
69562,eence,1,0.19047619047619047
69563,eeuart,1,0.19047619047619047
69564,ef,1,0.19047619047619047
69565,effa-çait,1,0.19047619047619047
69566,efface-t-elle,1,0.19047619047619047
69567,efface-t-il,1,0.19047619047619047
69568,effacerait-elle,1,0.19047619047619047
69569,effaceurs-reprogrammateurs,1,0.19047619047619047
69570,effarouchable,1,0.19047619047619047
69571,effaroucherie,1,0.19047619047619047
69572,effaça-t-il,1,0.19047619047619047
69573,effaçable,1,0.19047619047619047
69574,effe,1,0.19047619047619047
69575,effectiv,1,0.19047619047619047
69576,effectiv'ment,1,0.19047619047619047
69577,effectivité,1,0.19047619047619047
69578,effectuerait-elle,1,0.19047619047619047
69579,effectuerait-il,1,0.19047619047619047
69580,effectus,1,0.19047619047619047
69581,effendicetti,1,0.19047619047619047
69582,effervesce,1,0.19047619047619047
69583,effervescer,1,0.19047619047619047
69584,effiiochures,1,0.19047619047619047
69585,effilochage,1,0.19047619047619047
69586,effiloche,1,0.19047619047619047
69587,effilochés2,1,0.19047619047619047
69588,effilure,1,0.19047619047619047
69589,efflasque,1,0.19047619047619047
69590,effleu-rent,1,0.19047619047619047
69591,effluence,1,0.19047619047619047
69592,effor-çait,1,0.19047619047619047
69593,efforcaient,1,0.19047619047619047
69594,efforcais,1,0.19047619047619047
69595,efforce-t-il,1,0.19047619047619047
69596,efforceries,1,0.19047619047619047
69597,efforça-t-il,1,0.19047619047619047
69598,efforçait-elle,1,0.19047619047619047
69599,efforçent,1,0.19047619047619047
69600,efforçons-nous,1,0.19047619047619047
69601,effractionner,1,0.19047619047619047
69602,effranches,1,0.19047619047619047
69603,effravait,1,0.19047619047619047
69604,effraya-t-il,1,0.19047619047619047
69605,effrayait-il,1,0.19047619047619047
69606,effrayant9,1,0.19047619047619047
69607,effraye-t-il,1,0.19047619047619047
69608,effrayera-t-il,1,0.19047619047619047
69609,effrondrée,1,0.19047619047619047
69610,effroyance,1,0.19047619047619047
69611,effrrraction,1,0.19047619047619047
69612,effrénance,1,0.19047619047619047
69613,effrénésie,1,0.19047619047619047
69614,effusionner,1,0.19047619047619047
69615,effusionnesques,1,0.19047619047619047
69616,effusionniste,1,0.19047619047619047
69617,efilanqué,1,0.19047619047619047
69618,eflort,1,0.19047619047619047
69619,efrorçant,1,0.19047619047619047
69620,eg,1,0.19047619047619047
69621,egal,1,0.19047619047619047
69622,eganéméd,1,0.19047619047619047
69623,eggs,1,0.19047619047619047
69624,egli,1,0.19047619047619047
69625,egothique,1,0.19047619047619047
69626,egout,1,0.19047619047619047
69627,eguexécute,1,0.19047619047619047
69628,egzaminant,1,0.19047619047619047
69629,ehalta,1,0.19047619047619047
69630,ehiotte,1,0.19047619047619047
69631,eienne,1,0.19047619047619047
69632,eifet,1,0.19047619047619047
69633,eiffellesque,1,0.19047619047619047
69634,eight,1,0.19047619047619047
69635,eighteen,1,0.19047619047619047
69636,eilemème,1,0.19047619047619047
69637,eilig,1,0.19047619047619047
69638,einbrasse,1,0.19047619047619047
69639,einem,1,0.19047619047619047
69640,einer,1,0.19047619047619047
69641,einpacken,1,0.19047619047619047
69642,einsteinisé,1,0.19047619047619047
69643,either,1,0.19047619047619047
69644,ejus-dem,1,0.19047619047619047
69645,ek,1,0.19047619047619047
69646,ekcéléra,1,0.19047619047619047
69647,ekcétéra,1,0.19047619047619047
69648,ektachrome,1,0.19047619047619047
69649,el'bounhom,1,0.19047619047619047
69650,el'font,1,0.19047619047619047
69651,el-Aïn,1,0.19047619047619047
69652,el-Beled,1,0.19047619047619047
69653,el-Cheikh,1,0.19047619047619047
69654,el-Ghozlane,1,0.19047619047619047
69655,el-Halébi,1,0.19047619047619047
69656,el-Harb,1,0.19047619047619047
69657,el-Hasni,1,0.19047619047619047
69658,el-Islam,1,0.19047619047619047
69659,el-Kader,1,0.19047619047619047
69660,el-Krim,1,0.19047619047619047
69661,el-Ouafi,1,0.19047619047619047
69662,el-Ouahch,1,0.19047619047619047
69663,el-Ouakt,1,0.19047619047619047
69664,el-Roumi,1,0.19047619047619047
69665,el-Suhl,1,0.19047619047619047
69666,el-Türck,1,0.19047619047619047
69667,el-fejr,1,0.19047619047619047
69668,eladzina,1,0.19047619047619047
69669,elas,1,0.19047619047619047
69670,elastica,1,0.19047619047619047
69671,electi,1,0.19047619047619047
69672,electum,1,0.19047619047619047
69673,elegant,1,0.19047619047619047
69674,elephants,1,0.19047619047619047
69675,elfaré,1,0.19047619047619047
69676,eligra,1,0.19047619047619047
69677,eliqueta,1,0.19047619047619047
69678,eljanat,1,0.19047619047619047
69679,ellanhar,1,0.19047619047619047
69680,elle-aussi,1,0.19047619047619047
69681,elle-mème,1,0.19047619047619047
69682,elle3,1,0.19047619047619047
69683,ellea,1,0.19047619047619047
69684,ellenelâche,1,0.19047619047619047
69685,ellepeut,1,0.19047619047619047
69686,ellequi,1,0.19047619047619047
69687,ellesn'y,1,0.19047619047619047
69688,ellipsoïdal,1,0.19047619047619047
69689,ellébore,1,0.19047619047619047
69690,elmim,1,0.19047619047619047
69691,eludet,1,0.19047619047619047
69692,elvis-presleyien,1,0.19047619047619047
69693,em-,1,0.19047619047619047
69694,em-merdeur,1,0.19047619047619047
69695,em-poignés,1,0.19047619047619047
69696,emain,1,0.19047619047619047
69697,emaki,1,0.19047619047619047
69698,emanations,1,0.19047619047619047
69699,emancipation,1,0.19047619047619047
69700,embagagé,1,0.19047619047619047
69701,embage,1,0.19047619047619047
69702,embagousées,1,0.19047619047619047
69703,emballaze,1,0.19047619047619047
69704,emballez-moi-ça,1,0.19047619047619047
69705,embar-quer,1,0.19047619047619047
69706,embarasse,1,0.19047619047619047
69707,embarcadère.C'était,1,0.19047619047619047
69708,embarcardère,1,0.19047619047619047
69709,embardouflée,1,0.19047619047619047
69710,embarquable,1,0.19047619047619047
69711,embarque-t-il,1,0.19047619047619047
69712,embarrasseet,1,0.19047619047619047
69713,embar­quement,1,0.19047619047619047
69714,embase,1,0.19047619047619047
69715,embauch'rai,1,0.19047619047619047
69716,embauchage,1,0.19047619047619047
69717,embaumage,1,0.19047619047619047
69718,embeboliner,1,0.19047619047619047
69719,embelle,1,0.19047619047619047
69720,emberlife,1,0.19047619047619047
69721,emberlifiquer,1,0.19047619047619047
69722,emberlifiquées,1,0.19047619047619047
69723,emberlinais,1,0.19047619047619047
69724,embiellage,1,0.19047619047619047
69725,embierrées,1,0.19047619047619047
69726,embierrés,1,0.19047619047619047
69727,embijoutée,1,0.19047619047619047
69728,embijoutées,1,0.19047619047619047
69729,embingués,1,0.19047619047619047
69730,embistouiller,1,0.19047619047619047
69731,embistrouillant,1,0.19047619047619047
69732,embistrouillés,1,0.19047619047619047
69733,embiérés,1,0.19047619047619047
69734,emblavage,1,0.19047619047619047
69735,embler,1,0.19047619047619047
69736,embobinage,1,0.19047619047619047
69737,embobineur,1,0.19047619047619047
69738,embobineuses,1,0.19047619047619047
69739,emboer,1,0.19047619047619047
69740,emborte,1,0.19047619047619047
69741,emboucanne,1,0.19047619047619047
69742,embouchoir,1,0.19047619047619047
69743,embouché,1,0.19047619047619047
69744,embouer,1,0.19047619047619047
69745,embouillonne,1,0.19047619047619047
69746,emboulées,1,0.19047619047619047
69747,embouquè,1,0.19047619047619047
69748,embourgino,1,0.19047619047619047
69749,embouteüler,1,0.19047619047619047
69750,emboutibles,1,0.19047619047619047
69751,emboîtable,1,0.19047619047619047
69752,embracelé,1,0.19047619047619047
69753,embrasa-t-elle,1,0.19047619047619047
69754,embraseser,1,0.19047619047619047
69755,embrasnre,1,0.19047619047619047
69756,embrassable,1,0.19047619047619047
69757,embrasse-en-ville,1,0.19047619047619047
69758,embrasse-ment,1,0.19047619047619047
69759,embrassette,1,0.19047619047619047
69760,embrassez-le,1,0.19047619047619047
69761,embrasures-meurtrières,1,0.19047619047619047
69762,embraya-t-il,1,0.19047619047619047
69763,embrener,1,0.19047619047619047
69764,embrocage,1,0.19047619047619047
69765,embroquage,1,0.19047619047619047
69766,embroqué,1,0.19047619047619047
69767,embrouilla-t-il,1,0.19047619047619047
69768,embrouillage,1,0.19047619047619047
69769,embrouillarder,1,0.19047619047619047
69770,embroussaillement,1,0.19047619047619047
69771,embruniers,1,0.19047619047619047
69772,embrunir,1,0.19047619047619047
69773,embryogénie,1,0.19047619047619047
69774,embryologiste,1,0.19047619047619047
69775,embryonnicides,1,0.19047619047619047
69776,embryoun,1,0.19047619047619047
69777,embugner,1,0.19047619047619047
69778,embugnes,1,0.19047619047619047
69779,embugné,1,0.19047619047619047
69780,embusquage,1,0.19047619047619047
69781,embuster,1,0.19047619047619047
69782,embâter,1,0.19047619047619047
69783,embérésinés,1,0.19047619047619047
69784,embêteur,1,0.19047619047619047
69785,embûcher,1,0.19047619047619047
69786,eme,1,0.19047619047619047
69787,emfiler,1,0.19047619047619047
69788,emi,1,0.19047619047619047
69789,emigrants,1,0.19047619047619047
69790,emm'ner,1,0.19047619047619047
69791,emmajeste,1,0.19047619047619047
69792,emmalheurée,1,0.19047619047619047
69793,emmanchement,1,0.19047619047619047
69794,emmanteler,1,0.19047619047619047
69795,emmasqués,1,0.19047619047619047
69796,emmatriculer,1,0.19047619047619047
69797,emmende,1,0.19047619047619047
69798,emmenons-le,1,0.19047619047619047
69799,emmental,1,0.19047619047619047
69800,emmer-,1,0.19047619047619047
69801,emmerbêté,1,0.19047619047619047
69802,emmerde-,1,0.19047619047619047
69803,emmerdemenf,1,0.19047619047619047
69804,emmer­dait,1,0.19047619047619047
69805,emmer­deuse,1,0.19047619047619047
69806,emmistouflé,1,0.19047619047619047
69807,emmitouffla,1,0.19047619047619047
69808,emmitouflement,1,0.19047619047619047
69809,emmouscaillante,1,0.19047619047619047
69810,emmusque,1,0.19047619047619047
69811,emmènerait-il,1,0.19047619047619047
69812,emménagogue,1,0.19047619047619047
69813,emmêleur,1,0.19047619047619047
69814,emotivité,1,0.19047619047619047
69815,empafade,1,0.19047619047619047
69816,empaffe,1,0.19047619047619047
69817,empaffée,1,0.19047619047619047
69818,empafés,1,0.19047619047619047
69819,empaillades,1,0.19047619047619047
69820,empaillage,1,0.19047619047619047
69821,empaleur,1,0.19047619047619047
69822,empalmer,1,0.19047619047619047
69823,empanissé,1,0.19047619047619047
69824,empannage,1,0.19047619047619047
69825,empanner,1,0.19047619047619047
69826,empantouflés,1,0.19047619047619047
69827,emparadiser,1,0.19047619047619047
69828,emparerait-elle,1,0.19047619047619047
69829,emparis,1,0.19047619047619047
69830,empastrouillé,1,0.19047619047619047
69831,empathique,1,0.19047619047619047
69832,empathiquement,1,0.19047619047619047
69833,empbryés,1,0.19047619047619047
69834,empelopsis,1,0.19047619047619047
69835,empenadas,1,0.19047619047619047
69836,empenne,1,0.19047619047619047
69837,empesage,1,0.19047619047619047
69838,empestant,1,0.19047619047619047
69839,empestatoires,1,0.19047619047619047
69840,empetercheyné,1,0.19047619047619047
69841,emphysémateux,1,0.19047619047619047
69842,empicassement,1,0.19047619047619047
69843,empicasser,1,0.19047619047619047
69844,empierrage,1,0.19047619047619047
69845,empiffrandos,1,0.19047619047619047
69846,empiffreur,1,0.19047619047619047
69847,empilez-le,1,0.19047619047619047
69848,empiriocriticisme,1,0.19047619047619047
69849,empiriquement,1,0.19047619047619047
69850,empirisme,1,0.19047619047619047
69851,emplac'ment,1,0.19047619047619047
69852,emplatanée,1,0.19047619047619047
69853,emplein,1,0.19047619047619047
69854,empletté,1,0.19047619047619047
69855,emplis-sait,1,0.19047619047619047
69856,emplit-il,1,0.19047619047619047
69857,emplo,1,0.19047619047619047
69858,emploi-jeune,1,0.19047619047619047
69859,emploie-t-il,1,0.19047619047619047
69860,emploierons-nous,1,0.19047619047619047
69861,employent,1,0.19047619047619047
69862,emplumagées,1,0.19047619047619047
69863,emplumardé,1,0.19047619047619047
69864,empo,1,0.19047619047619047
69865,empochétrois,1,0.19047619047619047
69866,empoignage,1,0.19047619047619047
69867,empoignez-le,1,0.19047619047619047
69868,empointure,1,0.19047619047619047
69869,empoisoniie,1,0.19047619047619047
69870,empoisonnée2,1,0.19047619047619047
69871,empolluer,1,0.19047619047619047
69872,emport,1,0.19047619047619047
69873,emportable,1,0.19047619047619047
69874,emporte-le,1,0.19047619047619047
69875,emporterait-elle,1,0.19047619047619047
69876,empotoir,1,0.19047619047619047
69877,empoubellé,1,0.19047619047619047
69878,empouponné,1,0.19047619047619047
69879,empourprement,1,0.19047619047619047
69880,empour­pré,1,0.19047619047619047
69881,empoussièrement,1,0.19047619047619047
69882,empoîgner,1,0.19047619047619047
69883,empoîgné,1,0.19047619047619047
69884,empressait-il,1,0.19047619047619047
69885,empresserait-il,1,0.19047619047619047
69886,empriseu,1,0.19047619047619047
69887,emprisonnante,1,0.19047619047619047
69888,emprunt-étudiant,1,0.19047619047619047
69889,empruntait-il,1,0.19047619047619047
69890,emprunte-t-elle,1,0.19047619047619047
69891,emprunte-t-il,1,0.19047619047619047
69892,empuante,1,0.19047619047619047
69893,empuantera,1,0.19047619047619047
69894,empunaisé,1,0.19047619047619047
69895,empuriné,1,0.19047619047619047
69896,empéche,1,0.19047619047619047
69897,empédèrent,1,0.19047619047619047
69898,empéguées,1,0.19047619047619047
69899,empénichée,1,0.19047619047619047
69900,empê-,1,0.19047619047619047
69901,empêch,1,0.19047619047619047
69902,empêchait-elle,1,0.19047619047619047
69903,empêchait-il,1,0.19047619047619047
69904,empêche-t,1,0.19047619047619047
69905,empêcherait-il,1,0.19047619047619047
69906,empêcherera,1,0.19047619047619047
69907,empêchouiller,1,0.19047619047619047
69908,empêchè-rent,1,0.19047619047619047
69909,empê­chant,1,0.19047619047619047
69910,emulgens,1,0.19047619047619047
69911,em­branchement,1,0.19047619047619047
69912,em­porte,1,0.19047619047619047
69913,en--vraie--laine--du--sud-ouest--dessuintée--à--l'eau--des--ruisseaux,1,0.19047619047619047
69914,en-a-plus,1,0.19047619047619047
69915,en-avant,1,0.19047619047619047
69916,en-bas,1,0.19047619047619047
69917,en-bourgeois,1,0.19047619047619047
69918,en-censer,1,0.19047619047619047
69919,en-civil,1,0.19047619047619047
69920,en-disciplinée,1,0.19047619047619047
69921,en-déroute,1,0.19047619047619047
69922,en-faire,1,0.19047619047619047
69923,en-foirés,1,0.19047619047619047
69924,en-fon-cées,1,0.19047619047619047
69925,en-foutiste,1,0.19047619047619047
69926,en-haut,1,0.19047619047619047
69927,en-plein,1,0.19047619047619047
69928,en-quiers,1,0.19047619047619047
69929,en-quiert,1,0.19047619047619047
69930,en-quis,1,0.19047619047619047
69931,en-quêtes,1,0.19047619047619047
69932,en-rassemblée,1,0.19047619047619047
69933,en-tenue,1,0.19047619047619047
69934,en-ton-rée,1,0.19047619047619047
69935,en-tretenir,1,0.19047619047619047
69936,en-téte,1,0.19047619047619047
69937,en-vo-lé,1,0.19047619047619047
69938,en-ébène,1,0.19047619047619047
69939,enamourances,1,0.19047619047619047
69940,enapporta,1,0.19047619047619047
69941,enarivé,1,0.19047619047619047
69942,enc,1,0.19047619047619047
69943,enca-,1,0.19047619047619047
69944,enca-goulés,1,0.19047619047619047
69945,encadrantes,1,0.19047619047619047
69946,encadraît,1,0.19047619047619047
69947,encadrez-nous,1,0.19047619047619047
69948,encagement,1,0.19047619047619047
69949,encaillassée,1,0.19047619047619047
69950,encaissenrs,1,0.19047619047619047
69951,encalminage,1,0.19047619047619047
69952,encaoutchoutée,1,0.19047619047619047
69953,encaper,1,0.19047619047619047
69954,encasquetté,1,0.19047619047619047
69955,encauchemardée,1,0.19047619047619047
69956,encautisque,1,0.19047619047619047
69957,ence,1,0.19047619047619047
69958,encendrés,1,0.19047619047619047
69959,encerclage,1,0.19047619047619047
69960,ench'tibés,1,0.19047619047619047
69961,enchainer,1,0.19047619047619047
69962,enchame-t-il,1,0.19047619047619047
69963,enchanteuse,1,0.19047619047619047
69964,enchapelé,1,0.19047619047619047
69965,enchaperonner,1,0.19047619047619047
69966,encharbonnée,1,0.19047619047619047
69967,enchaî-nai,1,0.19047619047619047
69968,enchetibe,1,0.19047619047619047
69969,enchetiber,1,0.19047619047619047
69970,enchetibé,1,0.19047619047619047
69971,enchifrener,1,0.19047619047619047
69972,enchitonné,1,0.19047619047619047
69973,enchose,1,0.19047619047619047
69974,enchosements,1,0.19047619047619047
69975,enchosent,1,0.19047619047619047
69976,enchoser,1,0.19047619047619047
69977,enchoses,1,0.19047619047619047
69978,enchoyée,1,0.19047619047619047
69979,enchristaient,1,0.19047619047619047
69980,enchriste,1,0.19047619047619047
69981,enchristent,1,0.19047619047619047
69982,enchtiber,1,0.19047619047619047
69983,enchtibé,1,0.19047619047619047
69984,enchèrent,1,0.19047619047619047
69985,enchérisseur,1,0.19047619047619047
69986,enciragée,1,0.19047619047619047
69987,enclanchent,1,0.19047619047619047
69988,enclaudiné,1,0.19047619047619047
69989,enclenchait-il,1,0.19047619047619047
69990,enclnmeur,1,0.19047619047619047
69991,encloaqué,1,0.19047619047619047
69992,encloisonnées,1,0.19047619047619047
69993,enclouer,1,0.19047619047619047
69994,enclumeau,1,0.19047619047619047
69995,enco,1,0.19047619047619047
69996,encocher,1,0.19047619047619047
69997,encofe,1,0.19047619047619047
69998,encol-,1,0.19047619047619047
69999,encollage,1,0.19047619047619047
70000,encolleur,1,0.19047619047619047
70001,encollès,1,0.19047619047619047
70002,encolèré,1,0.19047619047619047
70003,encom-,1,0.19047619047619047
70004,encombrance,1,0.19047619047619047
70005,encombreurs,1,0.19047619047619047
70006,encom­brée,1,0.19047619047619047
70007,encontrarte,1,0.19047619047619047
70008,encor'a,1,0.19047619047619047
70009,encore17,1,0.19047619047619047
70010,encore\,1,0.19047619047619047
70011,encoremoins,1,0.19047619047619047
70012,encoretoi,1,0.19047619047619047
70013,encoretoutà,1,0.19047619047619047
70014,encorn'rait,1,0.19047619047619047
70015,encornage,1,0.19047619047619047
70016,encornet,1,0.19047619047619047
70017,encorrrre,1,0.19047619047619047
70018,encostardée,1,0.19047619047619047
70019,encostardés,1,0.19047619047619047
70020,encotillonner,1,0.19047619047619047
70021,encoule,1,0.19047619047619047
70022,encourage-t-il,1,0.19047619047619047
70023,encouragea-t-elle,1,0.19047619047619047
70024,encouragea-t-il,1,0.19047619047619047
70025,encramponnement,1,0.19047619047619047
70026,encrassement,1,0.19047619047619047
70027,encrasseurs,1,0.19047619047619047
70028,encravaté,1,0.19047619047619047
70029,encreux,1,0.19047619047619047
70030,encrister,1,0.19047619047619047
70031,encristé,1,0.19047619047619047
70032,encristés,1,0.19047619047619047
70033,encrochées,1,0.19047619047619047
70034,encroiser,1,0.19047619047619047
70035,encroupée,1,0.19047619047619047
70036,encroué,1,0.19047619047619047
70037,encroûtonnent,1,0.19047619047619047
70038,encryptées,1,0.19047619047619047
70039,encrêtées,1,0.19047619047619047
70040,enculade,1,0.19047619047619047
70041,enculades,1,0.19047619047619047
70042,enculage,1,0.19047619047619047
70043,enculaillages,1,0.19047619047619047
70044,enculdosse,1,0.19047619047619047
70045,enculinaire,1,0.19047619047619047
70046,encumbraient,1,0.19047619047619047
70047,encuriosés,1,0.19047619047619047
70048,encuver,1,0.19047619047619047
70049,encâblements,1,0.19047619047619047
70050,encéphale-ferrugineux-antidérapant,1,0.19047619047619047
70051,encéphalite,1,0.19047619047619047
70052,encéphalographie,1,0.19047619047619047
70053,endartérite,1,0.19047619047619047
70054,endaubages,1,0.19047619047619047
70055,ende,1,0.19047619047619047
70056,endentelés,1,0.19047619047619047
70057,endenter,1,0.19047619047619047
70058,endetté,1,0.19047619047619047
70059,endez,1,0.19047619047619047
70060,endingué,1,0.19047619047619047
70061,endlich,1,0.19047619047619047
70062,endocraniens,1,0.19047619047619047
70063,endocrinien,1,0.19047619047619047
70064,endofFé,1,0.19047619047619047
70065,endofe,1,0.19047619047619047
70066,endoffer,1,0.19047619047619047
70067,endoffée,1,0.19047619047619047
70068,endofés,1,0.19047619047619047
70069,endogamie,1,0.19047619047619047
70070,endogamique,1,0.19047619047619047
70071,endollardés,1,0.19047619047619047
70072,endolorassent,1,0.19047619047619047
70073,endolorissement,1,0.19047619047619047
70074,endolorissures,1,0.19047619047619047
70075,endolorés,1,0.19047619047619047
70076,endormissure,1,0.19047619047619047
70077,endormit-il,1,0.19047619047619047
70078,endormons-nous,1,0.19047619047619047
70079,endors-toi-comme-je-te-pousse,1,0.19047619047619047
70080,endor­mie,1,0.19047619047619047
70081,endosseur,1,0.19047619047619047
70082,endoth,1,0.19047619047619047
70083,endumeur,1,0.19047619047619047
70084,endur-cie,1,0.19047619047619047
70085,endurable,1,0.19047619047619047
70086,endurredouleur,1,0.19047619047619047
70087,endère,1,0.19047619047619047
70088,endémie,1,0.19047619047619047
70089,endésespoire,1,0.19047619047619047
70090,endésignant,1,0.19047619047619047
70091,endéver,1,0.19047619047619047
70092,endêver,1,0.19047619047619047
70093,enervement,1,0.19047619047619047
70094,enez,1,0.19047619047619047
70095,enf,1,0.19047619047619047
70096,enfagoter,1,0.19047619047619047
70097,enfance7,1,0.19047619047619047
70098,enfant-Chabotte,1,0.19047619047619047
70099,enfant-Dieu,1,0.19047619047619047
70100,enfant-calendrier,1,0.19047619047619047
70101,enfant-coureur-chasse-mouches,1,0.19047619047619047
70102,enfant-fléau,1,0.19047619047619047
70103,enfant-marmotte,1,0.19047619047619047
70104,enfant-médicament,1,0.19047619047619047
70105,enfant-officier,1,0.19047619047619047
70106,enfant-sirène,1,0.19047619047619047
70107,enfant2,1,0.19047619047619047
70108,enfanteur,1,0.19047619047619047
70109,enfants-corbeaux,1,0.19047619047619047
70110,enfants-fauves,1,0.19047619047619047
70111,enfants-héros,1,0.19047619047619047
70112,enfants-vieillards,1,0.19047619047619047
70113,enfar,1,0.19047619047619047
70114,enfarge,1,0.19047619047619047
70115,enfart,1,0.19047619047619047
70116,enfaîtage,1,0.19047619047619047
70117,enferme-t,1,0.19047619047619047
70118,enferme-t-il,1,0.19047619047619047
70119,enfermez-nous,1,0.19047619047619047
70120,enfiatés,1,0.19047619047619047
70121,enfichable,1,0.19047619047619047
70122,enfichisme,1,0.19047619047619047
70123,enfifré,1,0.19047619047619047
70124,enfile-ment,1,0.19047619047619047
