,lemmata,freqs,in%texts
25451,digitale,7,1.3333333333333335
25452,diminuant,7,1.3333333333333335
25453,dinar,7,1.3333333333333335
25454,dira-t-il,7,1.3333333333333335
25455,directionnel,7,1.3333333333333335
25456,discordance,7,1.3333333333333335
25457,discrétionnaire,7,1.3333333333333335
25458,discuteur,7,1.3333333333333335
25459,disposant,7,1.3333333333333335
25460,dissimulateur,7,1.3333333333333335
25461,dissolu,7,1.3333333333333335
25462,dissémination,7,1.3333333333333335
25463,diviniser,7,1.3333333333333335
25464,dogs,7,1.3333333333333335
25465,dong,7,1.3333333333333335
25466,donne-t-elle,7,1.3333333333333335
25467,dorique,7,1.3333333333333335
25468,doudou,7,1.3333333333333335
25469,dring,7,1.3333333333333335
25470,droper,7,1.3333333333333335
25471,duplex,7,1.3333333333333335
25472,durite,7,1.3333333333333335
25473,dut-il,7,1.3333333333333335
25474,dysentérique,7,1.3333333333333335
25475,dyspepsie,7,1.3333333333333335
25476,débarquant,7,1.3333333333333335
25477,débiliter,7,1.3333333333333335
25478,débord,7,1.3333333333333335
25479,décarrade,7,1.3333333333333335
25480,déchiffrable,7,1.3333333333333335
25481,décimale,7,1.3333333333333335
25482,déclassement,7,1.3333333333333335
25483,déco,7,1.3333333333333335
25484,décorner,7,1.3333333333333335
25485,défausser,7,1.3333333333333335
25486,défavorablement,7,1.3333333333333335
25487,défeuiller,7,1.3333333333333335
25488,défroncer,7,1.3333333333333335
25489,défécation,7,1.3333333333333335
25490,dégonfle,7,1.3333333333333335
25491,démailloter,7,1.3333333333333335
25492,démissionnaire,7,1.3333333333333335
25493,démythifier,7,1.3333333333333335
25494,dépaver,7,1.3333333333333335
25495,dépeça,7,1.3333333333333335
25496,dépoitraillé,7,1.3333333333333335
25497,déposant,7,1.3333333333333335
25498,dépoter,7,1.3333333333333335
25499,déracinement,7,1.3333333333333335
25500,dérouté,7,1.3333333333333335
25501,désincarné,7,1.3333333333333335
25502,désistement,7,1.3333333333333335
25503,désister,7,1.3333333333333335
25504,détimbré,7,1.3333333333333335
25505,eaux-fortes,7,1.3333333333333335
25506,effilochure,7,1.3333333333333335
25507,effritement,7,1.3333333333333335
25508,eider,7,1.3333333333333335
25509,embourgeoiser,7,1.3333333333333335
25510,emboîtement,7,1.3333333333333335
25511,emmuré,7,1.3333333333333335
25512,empenner,7,1.3333333333333335
25513,emprunteur,7,1.3333333333333335
25514,empyrée,7,1.3333333333333335
25515,encart,7,1.3333333333333335
25516,enchaîna-t-il,7,1.3333333333333335
25517,encoigner,7,1.3333333333333335
25518,encolérer,7,1.3333333333333335
25519,encéphale,7,1.3333333333333335
25520,enrôlement,7,1.3333333333333335
25521,entr'égorger,7,1.3333333333333335
25522,entre-tués,7,1.3333333333333335
25523,enveloppée,7,1.3333333333333335
25524,esbaudir,7,1.3333333333333335
25525,esgourder,7,1.3333333333333335
25526,espacement,7,1.3333333333333335
25527,espadon,7,1.3333333333333335
25528,est-ouest,7,1.3333333333333335
25529,est-à-dire,7,1.3333333333333335
25530,estimait-il,7,1.3333333333333335
25531,estompe,7,1.3333333333333335
25532,ethnographique,7,1.3333333333333335
25533,ethnologique,7,1.3333333333333335
25534,ex-inspecteur,7,1.3333333333333335
25535,excrémentiel,7,1.3333333333333335
25536,excuse-t-il,7,1.3333333333333335
25537,exeat,7,1.3333333333333335
25538,expert-comptable,7,1.3333333333333335
25539,extorsion,7,1.3333333333333335
25540,extra-fort,7,1.3333333333333335
25541,extra-lucide,7,1.3333333333333335
25542,extra-plat,7,1.3333333333333335
25543,extralucide,7,1.3333333333333335
25544,exultation,7,1.3333333333333335
25545,exécutif,7,1.3333333333333335
25546,exégèse,7,1.3333333333333335
25547,facto,7,1.3333333333333335
25548,facultatif,7,1.3333333333333335
25549,failli,7,1.3333333333333335
25550,fainéanter,7,1.3333333333333335
25551,fair-play,7,1.3333333333333335
25552,fallut-il,7,1.3333333333333335
25553,fanatiquement,7,1.3333333333333335
25554,fanatiser,7,1.3333333333333335
25555,fandango,7,1.3333333333333335
25556,fantasmatique,7,1.3333333333333335
25557,farcer,7,1.3333333333333335
25558,fatiha,7,1.3333333333333335
25559,faux-cul,7,1.3333333333333335
25560,fayard,7,1.3333333333333335
25561,feignasse,7,1.3333333333333335
25562,fellation,7,1.3333333333333335
25563,fenaison,7,1.3333333333333335
25564,fenestron,7,1.3333333333333335
25565,ferblanterie,7,1.3333333333333335
25566,ferries,7,1.3333333333333335
25567,feuillure,7,1.3333333333333335
25568,feuillées,7,1.3333333333333335
25569,fiabilité,7,1.3333333333333335
25570,fibrociment,7,1.3333333333333335
25571,fibrome,7,1.3333333333333335
25572,filtrant,7,1.3333333333333335
25573,flagellation,7,1.3333333333333335
25574,fleurissant,7,1.3333333333333335
25575,folio,7,1.3333333333333335
25576,fontanelle,7,1.3333333333333335
25577,formalisme,7,1.3333333333333335
25578,foutez-nous,7,1.3333333333333335
25579,frai,7,1.3333333333333335
25580,fraiseur,7,1.3333333333333335
25581,franc-jeu,7,1.3333333333333335
25582,francfort,7,1.3333333333333335
25583,franchissement,7,1.3333333333333335
25584,fraternisation,7,1.3333333333333335
25585,free-lance,7,1.3333333333333335
25586,friteuse,7,1.3333333333333335
25587,frometon,7,1.3333333333333335
25588,frétillantes,7,1.3333333333333335
25589,fumelard,7,1.3333333333333335
25590,fumeron,7,1.3333333333333335
25591,fumigation,7,1.3333333333333335
25592,fusant,7,1.3333333333333335
25593,fécal,7,1.3333333333333335
25594,fémoral,7,1.3333333333333335
25595,fît-il,7,1.3333333333333335
25596,für,7,1.3333333333333335
25597,gabelou,7,1.3333333333333335
25598,gaffeur,7,1.3333333333333335
25599,galapiat,7,1.3333333333333335
25600,galbé,7,1.3333333333333335
25601,gallo-romain,7,1.3333333333333335
25602,garance,7,1.3333333333333335
25603,gazouillant,7,1.3333333333333335
25604,gentleman-farmer,7,1.3333333333333335
25605,germanophile,7,1.3333333333333335
25606,giberne,7,1.3333333333333335
25607,gigogne,7,1.3333333333333335
25608,gilbert,7,1.3333333333333335
25609,giton,7,1.3333333333333335
25610,glaçant,7,1.3333333333333335
25611,glose,7,1.3333333333333335
25612,gloutonner,7,1.3333333333333335
25613,gnace,7,1.3333333333333335
25614,goal,7,1.3333333333333335
25615,gogs,7,1.3333333333333335
25616,gold,7,1.3333333333333335
25617,gonflant,7,1.3333333333333335
25618,gonzier,7,1.3333333333333335
25619,gougnafier,7,1.3333333333333335
25620,gourré,7,1.3333333333333335
25621,graillonneux,7,1.3333333333333335
25622,grand-voile,7,1.3333333333333335
25623,greluse,7,1.3333333333333335
25624,grill-room,7,1.3333333333333335
25625,grimage,7,1.3333333333333335
25626,grince-t-il,7,1.3333333333333335
25627,grippé,7,1.3333333333333335
25628,gris-gris,7,1.3333333333333335
25629,grisbi,7,1.3333333333333335
25630,grogna-t-elle,7,1.3333333333333335
25631,grognait-il,7,1.3333333333333335
25632,gruau,7,1.3333333333333335
25633,grégorien,7,1.3333333333333335
25634,gueula-t-il,7,1.3333333333333335
25635,gueuser,7,1.3333333333333335
25636,guignolet,7,1.3333333333333335
25637,gy,7,1.3333333333333335
25638,gymnique,7,1.3333333333333335
25639,gélule,7,1.3333333333333335
25640,génératrice,7,1.3333333333333335
25641,hadith,7,1.3333333333333335
25642,haleur,7,1.3333333333333335
25643,halète-t-il,7,1.3333333333333335
25644,hara-kiri,7,1.3333333333333335
25645,harki,7,1.3333333333333335
25646,hasch,7,1.3333333333333335
25647,haschich,7,1.3333333333333335
25648,hauts-de-forme,7,1.3333333333333335
25649,hawaïen,7,1.3333333333333335
25650,hem,7,1.3333333333333335
25651,hit-parade,7,1.3333333333333335
25652,hiérarchiser,7,1.3333333333333335
25653,hiéroglyphique,7,1.3333333333333335
25654,homme-sandwich,7,1.3333333333333335
25655,horizontalité,7,1.3333333333333335
25656,horticulture,7,1.3333333333333335
25657,humanisme,7,1.3333333333333335
25658,hyménée,7,1.3333333333333335
25659,hypocondrie,7,1.3333333333333335
25660,hystériquement,7,1.3333333333333335
25661,hébétement,7,1.3333333333333335
25662,hémoglobine,7,1.3333333333333335
25663,hérissement,7,1.3333333333333335
25664,hétaïre,7,1.3333333333333335
25665,hévéa,7,1.3333333333333335
25666,ia,7,1.3333333333333335
25667,iconoclaste,7,1.3333333333333335
25668,id,7,1.3333333333333335
25669,iguane,7,1.3333333333333335
25670,iles,7,1.3333333333333335
25671,ilote,7,1.3333333333333335
25672,imbriqué,7,1.3333333333333335
25673,impassiblement,7,1.3333333333333335
25674,impatiente,7,1.3333333333333335
25675,impersonnalité,7,1.3333333333333335
25676,implora-t-il,7,1.3333333333333335
25677,imposition,7,1.3333333333333335
25678,impresario,7,1.3333333333333335
25679,in-octavo,7,1.3333333333333335
25680,inaltéré,7,1.3333333333333335
25681,inaugural,7,1.3333333333333335
25682,incombaient,7,1.3333333333333335
25683,inconstance,7,1.3333333333333335
25684,incontinence,7,1.3333333333333335
25685,incube,7,1.3333333333333335
25686,inculture,7,1.3333333333333335
25687,indeed,7,1.3333333333333335
25688,indexer,7,1.3333333333333335
25689,indivis,7,1.3333333333333335
25690,inexactement,7,1.3333333333333335
25691,influenza,7,1.3333333333333335
25692,inféoder,7,1.3333333333333335
25693,ingérence,7,1.3333333333333335
25694,inhabile,7,1.3333333333333335
25695,insecticide,7,1.3333333333333335
25696,insensibiliser,7,1.3333333333333335
25697,insinua-t-il,7,1.3333333333333335
25698,insiste-t-il,7,1.3333333333333335
25699,insoumission,7,1.3333333333333335
25700,intendante,7,1.3333333333333335
25701,intentionné,7,1.3333333333333335
25702,inter,7,1.3333333333333335
25703,interception,7,1.3333333333333335
25704,interposition,7,1.3333333333333335
25705,interstellaire,7,1.3333333333333335
25706,invendable,7,1.3333333333333335
25707,invertir,7,1.3333333333333335
25708,invraisemblablement,7,1.3333333333333335
25709,inégalé,7,1.3333333333333335
25710,iridium,7,1.3333333333333335
25711,irrésolution,7,1.3333333333333335
25712,irrévérencieusement,7,1.3333333333333335
25713,isocèle,7,1.3333333333333335
25714,isolation,7,1.3333333333333335
25715,javanais,7,1.3333333333333335
25716,javelliser,7,1.3333333333333335
25717,joaillerie,7,1.3333333333333335
25718,jouissif,7,1.3333333333333335
25719,jubilatoire,7,1.3333333333333335
25720,jugea-t-elle,7,1.3333333333333335
25721,jugeant,7,1.3333333333333335
25722,juke-boxes,7,1.3333333333333335
25723,kilt,7,1.3333333333333335
25724,knout,7,1.3333333333333335
25725,lacunaire,7,1.3333333333333335
25726,lai,7,1.3333333333333335
25727,laie,7,1.3333333333333335
25728,laissait-elle,7,1.3333333333333335
25729,laissait-il,7,1.3333333333333335
25730,laisse-t-elle,7,1.3333333333333335
25731,laissés-pour-compte,7,1.3333333333333335
25732,lampisterie,7,1.3333333333333335
25733,lancette,7,1.3333333333333335
25734,lapis,7,1.3333333333333335
25735,laryngite,7,1.3333333333333335
25736,laverie,7,1.3333333333333335
25737,lebel,7,1.3333333333333335
25738,libitum,7,1.3333333333333335
25739,lifting,7,1.3333333333333335
25740,ligure,7,1.3333333333333335
25741,limaçon,7,1.3333333333333335
25742,limouille,7,1.3333333333333335
25743,linguiste,7,1.3333333333333335
25744,linotte,7,1.3333333333333335
25745,lister,7,1.3333333333333335
25746,logos,7,1.3333333333333335
25747,longitudinalement,7,1.3333333333333335
25748,lotte,7,1.3333333333333335
25749,lou,7,1.3333333333333335
25750,lucidement,7,1.3333333333333335
25751,lupus,7,1.3333333333333335
25752,luxembourgeois,7,1.3333333333333335
25753,là-,7,1.3333333333333335
25754,lève-tôt,7,1.3333333333333335
25755,léonard,7,1.3333333333333335
25756,léviter,7,1.3333333333333335
25757,machines-outils,7,1.3333333333333335
25758,madras,7,1.3333333333333335
25759,maint'nant,7,1.3333333333333335
25760,malignement,7,1.3333333333333335
25761,mammaire,7,1.3333333333333335
25762,mamours,7,1.3333333333333335
25763,manguier,7,1.3333333333333335
25764,manipule,7,1.3333333333333335
25765,manouche,7,1.3333333333333335
25766,manquait-il,7,1.3333333333333335
25767,maquettiste,7,1.3333333333333335
25768,marasquin,7,1.3333333333333335
25769,marathon,7,1.3333333333333335
25770,marengo,7,1.3333333333333335
25771,margoulin,7,1.3333333333333335
25772,marinade,7,1.3333333333333335
25773,marital,7,1.3333333333333335
25774,marjolaine,7,1.3333333333333335
25775,marmiter,7,1.3333333333333335
25776,marronner,7,1.3333333333333335
25777,martiniquais,7,1.3333333333333335
25778,massepain,7,1.3333333333333335
25779,matineux,7,1.3333333333333335
25780,matraqueur,7,1.3333333333333335
25781,maturation,7,1.3333333333333335
25782,maugréait-il,7,1.3333333333333335
25783,maxima,7,1.3333333333333335
25784,maâme,7,1.3333333333333335
25785,meccano,7,1.3333333333333335
25786,ments,7,1.3333333333333335
25787,messeigneurs,7,1.3333333333333335
25788,mettons-nous,7,1.3333333333333335
25789,mezzo,7,1.3333333333333335
25790,mi-fermé,7,1.3333333333333335
25791,mi-étage,7,1.3333333333333335
25792,micheline,7,1.3333333333333335
25793,microsillon,7,1.3333333333333335
25794,mignonnette,7,1.3333333333333335
25795,mignoter,7,1.3333333333333335
25796,militarisme,7,1.3333333333333335
25797,millefeuille,7,1.3333333333333335
25798,minauda-t-elle,7,1.3333333333333335
25799,mincer,7,1.3333333333333335
25800,minoritaire,7,1.3333333333333335
25801,minot,7,1.3333333333333335
25802,minutage,7,1.3333333333333335
25803,misogyne,7,1.3333333333333335
25804,mitre,7,1.3333333333333335
25805,modernisation,7,1.3333333333333335
25806,modérateur,7,1.3333333333333335
25807,monder,7,1.3333333333333335
25808,monolithe,7,1.3333333333333335
25809,monologuait-il,7,1.3333333333333335
25810,morbleu,7,1.3333333333333335
25811,mordieu,7,1.3333333333333335
25812,morlingue,7,1.3333333333333335
25813,morninge,7,1.3333333333333335
25814,mortibus,7,1.3333333333333335
25815,moulé,7,1.3333333333333335
25816,mousquet,7,1.3333333333333335
25817,moutonnier,7,1.3333333333333335
25818,moût,7,1.3333333333333335
25819,mucus,7,1.3333333333333335
25820,musiquer,7,1.3333333333333335
25821,méfiait-il,7,1.3333333333333335
25822,mélodieusement,7,1.3333333333333335
25823,métabolisme,7,1.3333333333333335
25824,métrique,7,1.3333333333333335
25825,météorique,7,1.3333333333333335
25826,météorologiste,7,1.3333333333333335
25827,mûrissant,7,1.3333333333333335
25828,narratif,7,1.3333333333333335
25829,national-socialiste,7,1.3333333333333335
25830,naturalisation,7,1.3333333333333335
25831,naturiste,7,1.3333333333333335
25832,navaja,7,1.3333333333333335
25833,ner,7,1.3333333333333335
25834,nice,7,1.3333333333333335
25835,niet,7,1.3333333333333335
25836,nihilisme,7,1.3333333333333335
25837,non-initié,7,1.3333333333333335
25838,nudiste,7,1.3333333333333335
25839,nursery,7,1.3333333333333335
25840,nymphomane,7,1.3333333333333335
25841,népotisme,7,1.3333333333333335
25842,névé,7,1.3333333333333335
25843,obliquité,7,1.3333333333333335
25844,obvier,7,1.3333333333333335
25845,occlusion,7,1.3333333333333335
25846,oculiste,7,1.3333333333333335
25847,oiselet,7,1.3333333333333335
25848,omnipotence,7,1.3333333333333335
25849,onanisme,7,1.3333333333333335
25850,only,7,1.3333333333333335
25851,opportunisme,7,1.3333333333333335
25852,ordonnait-il,7,1.3333333333333335
25853,ortolan,7,1.3333333333333335
25854,oseraie,7,1.3333333333333335
25855,oun,7,1.3333333333333335
25856,our,7,1.3333333333333335
25857,ous,7,1.3333333333333335
25858,outarde,7,1.3333333333333335
25859,over,7,1.3333333333333335
25860,ovin,7,1.3333333333333335
25861,p't-être,7,1.3333333333333335
25862,pacsif,7,1.3333333333333335
25863,pagnoter,7,1.3333333333333335
25864,paillon,7,1.3333333333333335
25865,paladin,7,1.3333333333333335
25866,palmaire,7,1.3333333333333335
25867,palpeur,7,1.3333333333333335
25868,pamphlétaire,7,1.3333333333333335
25869,panais,7,1.3333333333333335
25870,pancrace,7,1.3333333333333335
25871,pancréas,7,1.3333333333333335
25872,pantèle,7,1.3333333333333335
25873,papou,7,1.3333333333333335
25874,papouille,7,1.3333333333333335
25875,parait-il,7,1.3333333333333335
25876,pare-choc,7,1.3333333333333335
25877,pariétaire,7,1.3333333333333335
25878,passe-le,7,1.3333333333333335
25879,patenôtre,7,1.3333333333333335
25880,paternaliste,7,1.3333333333333335
25881,pathos,7,1.3333333333333335
25882,patronat,7,1.3333333333333335
25883,patrouilleur,7,1.3333333333333335
25884,patter,7,1.3333333333333335
25885,paupiette,7,1.3333333333333335
25886,pendable,7,1.3333333333333335
25887,pensionner,7,1.3333333333333335
25888,perm,7,1.3333333333333335
25889,permanganate,7,1.3333333333333335
25890,perquise,7,1.3333333333333335
25891,petits-neveux,7,1.3333333333333335
25892,philatéliste,7,1.3333333333333335
25893,philodendron,7,1.3333333333333335
25894,phone,7,1.3333333333333335
25895,phonétiquement,7,1.3333333333333335
25896,photo-électrique,7,1.3333333333333335
25897,photophore,7,1.3333333333333335
25898,phrasé,7,1.3333333333333335
25899,pied-bot,7,1.3333333333333335
25900,pirater,7,1.3333333333333335
25901,pistole,7,1.3333333333333335
25902,piéter,7,1.3333333333333335
25903,placenta,7,1.3333333333333335
25904,plait,7,1.3333333333333335
25905,pliable,7,1.3333333333333335
25906,plous,7,1.3333333333333335
25907,plumeux,7,1.3333333333333335
25908,plâtrier,7,1.3333333333333335
25909,plébiscite,7,1.3333333333333335
25910,poirer,7,1.3333333333333335
25911,poiscaille,7,1.3333333333333335
25912,poissard,7,1.3333333333333335
25913,poissonnière,7,1.3333333333333335
25914,polissage,7,1.3333333333333335
25915,polisseur,7,1.3333333333333335
25916,polissonnerie,7,1.3333333333333335
25917,polygonal,7,1.3333333333333335
25918,polystyrène,7,1.3333333333333335
25919,poméranien,7,1.3333333333333335
25920,pondération,7,1.3333333333333335
25921,populiste,7,1.3333333333333335
25922,portait-elle,7,1.3333333333333335
25923,porte-parapluie,7,1.3333333333333335
25924,porte-tambour,7,1.3333333333333335
25925,positiviste,7,1.3333333333333335
25926,poudreuse,7,1.3333333333333335
25927,poulardin,7,1.3333333333333335
25928,pourpré,7,1.3333333333333335
25929,pourra-t-elle,7,1.3333333333333335
25930,problo,7,1.3333333333333335
25931,proconsul,7,1.3333333333333335
25932,professoral,7,1.3333333333333335
25933,profus,7,1.3333333333333335
25934,prohibitif,7,1.3333333333333335
25935,prohibition,7,1.3333333333333335
25936,projetant,7,1.3333333333333335
25937,propagandiste,7,1.3333333333333335
25938,prophétesse,7,1.3333333333333335
25939,propulseur,7,1.3333333333333335
25940,prosélyte,7,1.3333333333333335
25941,protège-dents,7,1.3333333333333335
25942,prurit,7,1.3333333333333335
25943,prussique,7,1.3333333333333335
25944,précité,7,1.3333333333333335
25945,prédestination,7,1.3333333333333335
25946,préférait-elle,7,1.3333333333333335
25947,préférait-il,7,1.3333333333333335
25948,préhistorien,7,1.3333333333333335
25949,préraphaélite,7,1.3333333333333335
25950,présupposer,7,1.3333333333333335
25951,prévôt,7,1.3333333333333335
25952,psychisme,7,1.3333333333333335
25953,pullman,7,1.3333333333333335
25954,puriste,7,1.3333333333333335
25955,pylore,7,1.3333333333333335
25956,pythie,7,1.3333333333333335
25957,pédalier,7,1.3333333333333335
25958,pédophile,7,1.3333333333333335
25959,pédoque,7,1.3333333333333335
25960,pédérastie,7,1.3333333333333335
25961,pégase,7,1.3333333333333335
25962,pétrel,7,1.3333333333333335
25963,quadrature,7,1.3333333333333335
25964,quadrimoteur,7,1.3333333333333335
25965,quadrumane,7,1.3333333333333335
25966,quanti,7,1.3333333333333335
25967,quatre-vingt-neuf,7,1.3333333333333335
25968,quetsche,7,1.3333333333333335
25969,queue-de-pie,7,1.3333333333333335
25970,quiche,7,1.3333333333333335
25971,quincaille,7,1.3333333333333335
25972,rabat-joie,7,1.3333333333333335
25973,rabbi,7,1.3333333333333335
25974,raconte-t-elle,7,1.3333333333333335
25975,radeuse,7,1.3333333333333335
25976,radjah,7,1.3333333333333335
25977,raisonnant,7,1.3333333333333335
25978,ramasse-miettes,7,1.3333333333333335
25979,ramette,7,1.3333333333333335
25980,rampement,7,1.3333333333333335
25981,ranch,7,1.3333333333333335
25982,ranci,7,1.3333333333333335
25983,rancuneux,7,1.3333333333333335
25984,raplatir,7,1.3333333333333335
25985,rappelle-t-il,7,1.3333333333333335
25986,rasibus,7,1.3333333333333335
25987,ratière,7,1.3333333333333335
25988,ravaudage,7,1.3333333333333335
25989,rebelote,7,1.3333333333333335
25990,recevait-il,7,1.3333333333333335
25991,reconnaissait-il,7,1.3333333333333335
25992,redoutablement,7,1.3333333333333335
25993,refusait-elle,7,1.3333333333333335
25994,relégation,7,1.3333333333333335
25995,remarque-t-elle,7,1.3333333333333335
25996,rencontre-t,7,1.3333333333333335
25997,renonçant,7,1.3333333333333335
25998,reparcourir,7,1.3333333333333335
25999,report,7,1.3333333333333335
26000,reproducteur,7,1.3333333333333335
26001,repêchage,7,1.3333333333333335
26002,ressemble-t-il,7,1.3333333333333335
26003,ressemelage,7,1.3333333333333335
26004,retrouvait-il,7,1.3333333333333335
26005,revoyure,7,1.3333333333333335
26006,rhéostat,7,1.3333333333333335
26007,ricane-t-il,7,1.3333333333333335
26008,riesling,7,1.3333333333333335
26009,rio,7,1.3333333333333335
26010,risqua-t-il,7,1.3333333333333335
26011,romanesquement,7,1.3333333333333335
26012,rompu,7,1.3333333333333335
26013,rond-de-cuir,7,1.3333333333333335
26014,ronder,7,1.3333333333333335
26015,roses-thé,7,1.3333333333333335
26016,rouscaille,7,1.3333333333333335
26017,router,7,1.3333333333333335
26018,rucher,7,1.3333333333333335
26019,rupinos,7,1.3333333333333335
26020,rush,7,1.3333333333333335
26021,rusticité,7,1.3333333333333335
26022,râla-t-il,7,1.3333333333333335
26023,réarmer,7,1.3333333333333335
26024,récipiendaire,7,1.3333333333333335
26025,réclamant,7,1.3333333333333335
26026,réendosser,7,1.3333333333333335
26027,réflexif,7,1.3333333333333335
26028,réformateur,7,1.3333333333333335
26029,réfutation,7,1.3333333333333335
26030,régale,7,1.3333333333333335
26031,régulation,7,1.3333333333333335
26032,réguler,7,1.3333333333333335
26033,régénérateur,7,1.3333333333333335
26034,régénération,7,1.3333333333333335
26035,rénovateur,7,1.3333333333333335
26036,résolûmes,7,1.3333333333333335
26037,résultant,7,1.3333333333333335
26038,rétractile,7,1.3333333333333335
26039,rétroactif,7,1.3333333333333335
26040,réveillonner,7,1.3333333333333335
26041,saint-honoré,7,1.3333333333333335
26042,sainte-nitouche,7,1.3333333333333335
26043,salmigondis,7,1.3333333333333335
26044,salon-salle,7,1.3333333333333335
26045,samaritain,7,1.3333333333333335
26046,sans-cœur,7,1.3333333333333335
26047,santiag,7,1.3333333333333335
26048,sarcelle,7,1.3333333333333335
26049,satire,7,1.3333333333333335
26050,satirique,7,1.3333333333333335
26051,sauvons-nous,7,1.3333333333333335
26052,savonnerie,7,1.3333333333333335
26053,saxe,7,1.3333333333333335
26054,scanda-t-il,7,1.3333333333333335
26055,sciatique,7,1.3333333333333335
26056,scléroser,7,1.3333333333333335
26057,scrafé,7,1.3333333333333335
26058,scélératesse,7,1.3333333333333335
26059,secouée,7,1.3333333333333335
26060,self,7,1.3333333333333335
26061,sellier,7,1.3333333333333335
26062,sellé,7,1.3333333333333335
26063,semi,7,1.3333333333333335
26064,septique,7,1.3333333333333335
26065,serbo-croate,7,1.3333333333333335
26066,sergent-major,7,1.3333333333333335
26067,serrage,7,1.3333333333333335
26068,servage,7,1.3333333333333335
26069,serviabilité,7,1.3333333333333335
26070,sextant,7,1.3333333333333335
26071,shimmy,7,1.3333333333333335
26072,siester,7,1.3333333333333335
26073,signifiait-elle,7,1.3333333333333335
26074,siliceux,7,1.3333333333333335
26075,sinusite,7,1.3333333333333335
26076,soixante-neuf,7,1.3333333333333335
26077,solex,7,1.3333333333333335
26078,solvable,7,1.3333333333333335
26079,sondeur,7,1.3333333333333335
26080,sophistication,7,1.3333333333333335
26081,soudanais,7,1.3333333333333335
26082,sous-pied,7,1.3333333333333335
26083,sous-verre,7,1.3333333333333335
26084,soutache,7,1.3333333333333335
26085,souvenait-elle,7,1.3333333333333335
26086,souvient-il,7,1.3333333333333335
26087,squaw,7,1.3333333333333335
26088,statu,7,1.3333333333333335
26089,street,7,1.3333333333333335
26090,styliste,7,1.3333333333333335
26091,stylite,7,1.3333333333333335
26092,stérilisant,7,1.3333333333333335
26093,stérilisation,7,1.3333333333333335
26094,stéréoscope,7,1.3333333333333335
26095,sub,7,1.3333333333333335
26096,succulence,7,1.3333333333333335
26097,sud-africain,7,1.3333333333333335
26098,suggéra-t-elle,7,1.3333333333333335
26099,sulfater,7,1.3333333333333335
26100,sulfateuse,7,1.3333333333333335
26101,sulfure,7,1.3333333333333335
26102,superposable,7,1.3333333333333335
26103,superproduction,7,1.3333333333333335
26104,suppliait-elle,7,1.3333333333333335
26105,suppurant,7,1.3333333333333335
26106,surabondamment,7,1.3333333333333335
26107,surajouter,7,1.3333333333333335
26108,surbaisser,7,1.3333333333333335
26109,surplace,7,1.3333333333333335
26110,survol,7,1.3333333333333335
26111,syllogisme,7,1.3333333333333335
26112,sylvie,7,1.3333333333333335
26113,symbiose,7,1.3333333333333335
26114,symptomatique,7,1.3333333333333335
26115,synchronisme,7,1.3333333333333335
26116,sèche-cheveux,7,1.3333333333333335
26117,sédimentation,7,1.3333333333333335
26118,séparateur,7,1.3333333333333335
26119,séquestré,7,1.3333333333333335
26120,sœurette,7,1.3333333333333335
26121,tacticien,7,1.3333333333333335
26122,tahitien,7,1.3333333333333335
26123,talquer,7,1.3333333333333335
26124,tanguant,7,1.3333333333333335
26125,tata,7,1.3333333333333335
26126,taurin,7,1.3333333333333335
26127,taxidermiste,7,1.3333333333333335
26128,taximètre,7,1.3333333333333335
26129,tchécoslovaque,7,1.3333333333333335
26130,tea,7,1.3333333333333335
26131,tendron,7,1.3333333333333335
26132,tente-t-il,7,1.3333333333333335
26133,terre-neuve,7,1.3333333333333335
26134,this,7,1.3333333333333335
26135,thuriféraire,7,1.3333333333333335
26136,tibétain,7,1.3333333333333335
26137,tient-elle,7,1.3333333333333335
26138,tillac,7,1.3333333333333335
26139,tiret,7,1.3333333333333335
26140,tonna-t-il,7,1.3333333333333335
26141,topinambour,7,1.3333333333333335
26142,toquade,7,1.3333333333333335
26143,tortilla,7,1.3333333333333335
26144,tortore,7,1.3333333333333335
26145,tortorer,7,1.3333333333333335
26146,toton,7,1.3333333333333335
26147,toucheur,7,1.3333333333333335
26148,tourier,7,1.3333333333333335
26149,tout-terrain,7,1.3333333333333335
26150,trafalgar,7,1.3333333333333335
26151,traficoter,7,1.3333333333333335
26152,trainer,7,1.3333333333333335
26153,tranche-t-il,7,1.3333333333333335
26154,transcendance,7,1.3333333333333335
26155,transvasement,7,1.3333333333333335
26156,transversalement,7,1.3333333333333335
26157,trappiste,7,1.3333333333333335
26158,travaille-t-il,7,1.3333333333333335
26159,traîneur,7,1.3333333333333335
26160,trembleur,7,1.3333333333333335
26161,trempée,7,1.3333333333333335
26162,trimbalaient,7,1.3333333333333335
26163,trimbalé,7,1.3333333333333335
26164,tripotage,7,1.3333333333333335
26165,trisaïeul,7,1.3333333333333335
26166,tropisme,7,1.3333333333333335
26167,trouble-fête,7,1.3333333333333335
26168,trouduc,7,1.3333333333333335
26169,trouillomètre,7,1.3333333333333335
26170,trousseur,7,1.3333333333333335
26171,trémie,7,1.3333333333333335
26172,trémulation,7,1.3333333333333335
26173,tuiler,7,1.3333333333333335
26174,turgescent,7,1.3333333333333335
26175,ténia,7,1.3333333333333335
26176,ténuité,7,1.3333333333333335
26177,térébrant,7,1.3333333333333335
26178,têtière,7,1.3333333333333335
26179,ultra-sensible,7,1.3333333333333335
26180,una,7,1.3333333333333335
