,lower-words,in%texts
10018,cocktail,16.666666666666664
10019,cocktails,16.666666666666664
10020,cocotiers,16.666666666666664
10021,cocotte,16.666666666666664
10022,codes,16.666666666666664
10023,coefficients,16.666666666666664
10024,coffret,16.666666666666664
10025,coglia,16.666666666666664
10026,cognait,16.666666666666664
10027,cognant,16.666666666666664
10028,cogner,16.666666666666664
10029,cohabitaient,16.666666666666664
10030,cohorte,16.666666666666664
10031,cohésion,16.666666666666664
10032,coiffe,16.666666666666664
10033,coiffer,16.666666666666664
10034,coiffure,16.666666666666664
10035,coiffés,16.666666666666664
10036,coincé,16.666666666666664
10037,coinça,16.666666666666664
10038,coinçait,16.666666666666664
10039,coinçant,16.666666666666664
10040,cois,16.666666666666664
10041,cola,16.666666666666664
10042,colla,16.666666666666664
10043,collabore,16.666666666666664
10044,collaborer,16.666666666666664
10045,collage,16.666666666666664
10046,collaient,16.666666666666664
10047,collante,16.666666666666664
10048,collecte,16.666666666666664
10049,collecter,16.666666666666664
10050,collectifs,16.666666666666664
10051,collectivités,16.666666666666664
10052,colleraient,16.666666666666664
10053,collimateur,16.666666666666664
10054,collins,16.666666666666664
10055,colloque,16.666666666666664
10056,collée,16.666666666666664
10057,collées,16.666666666666664
10058,collégien,16.666666666666664
10059,collés,16.666666666666664
10060,colocataire,16.666666666666664
10061,colombages,16.666666666666664
10062,colombes,16.666666666666664
10063,colombo,16.666666666666664
10064,colonel,16.666666666666664
10065,colonial,16.666666666666664
10066,coloniaux,16.666666666666664
10067,colonie,16.666666666666664
10068,colorado,16.666666666666664
10069,colorait,16.666666666666664
10070,coloriées,16.666666666666664
10071,coloré,16.666666666666664
10072,colorée,16.666666666666664
10073,colorés,16.666666666666664
10074,colosse,16.666666666666664
10075,colporteur,16.666666666666664
10076,colson,16.666666666666664
10077,colt,16.666666666666664
10078,combattait,16.666666666666664
10079,combattit,16.666666666666664
10080,combault,16.666666666666664
10081,comblé,16.666666666666664
10082,combustibles,16.666666666666664
10083,comiquement,16.666666666666664
10084,comitat,16.666666666666664
10085,commandant,16.666666666666664
10086,commandent,16.666666666666664
10087,commandes,16.666666666666664
10088,commencerait,16.666666666666664
10089,commences,16.666666666666664
10090,commencez,16.666666666666664
10091,commencèrent,16.666666666666664
10092,commencée,16.666666666666664
10093,commentaient,16.666666666666664
10094,commentaires,16.666666666666664
10095,commentait,16.666666666666664
10096,commentant,16.666666666666664
10097,commente,16.666666666666664
10098,commenter,16.666666666666664
10099,commenterait,16.666666666666664
10100,commenté,16.666666666666664
10101,commerciaux,16.666666666666664
10102,commerçante,16.666666666666664
10103,commet,16.666666666666664
10104,commettras,16.666666666666664
10105,commettre,16.666666666666664
10106,commissionnaire,16.666666666666664
10107,communion,16.666666666666664
10108,communiqua,16.666666666666664
10109,communiquait,16.666666666666664
10110,communiquer,16.666666666666664
10111,communiqué,16.666666666666664
10112,communisme,16.666666666666664
10113,communiste,16.666666666666664
10114,communistes,16.666666666666664
10115,commère,16.666666666666664
10116,commères,16.666666666666664
10117,commémoratif,16.666666666666664
10118,commérages,16.666666666666664
10119,compact,16.666666666666664
10120,compacts,16.666666666666664
10121,compagnes,16.666666666666664
10122,compagnies,16.666666666666664
10123,compara,16.666666666666664
10124,comparable,16.666666666666664
10125,comparaison,16.666666666666664
10126,comparaissait,16.666666666666664
10127,comparant,16.666666666666664
10128,comparaît,16.666666666666664
10129,comparaître,16.666666666666664
10130,compare,16.666666666666664
10131,compartiment,16.666666666666664
10132,comparution,16.666666666666664
10133,compatriotes,16.666666666666664
10134,compensation,16.666666666666664
10135,compense,16.666666666666664
10136,compenser,16.666666666666664
10137,compiègne,16.666666666666664
10138,complaisamment,16.666666666666664
10139,complaisance,16.666666666666664
10140,complaisances,16.666666666666664
10141,complaît,16.666666666666664
10142,complications,16.666666666666664
10143,compliment,16.666666666666664
10144,complique,16.666666666666664
10145,compliquent,16.666666666666664
10146,compliquer,16.666666666666664
10147,compliquées,16.666666666666664
10148,compliqués,16.666666666666664
10149,comploter,16.666666666666664
10150,comploteur,16.666666666666664
10151,complémentaires,16.666666666666664
10152,compléta,16.666666666666664
10153,complétait,16.666666666666664
10154,comportement,16.666666666666664
10155,comporter,16.666666666666664
10156,composait,16.666666666666664
10157,compose,16.666666666666664
10158,composition,16.666666666666664
10159,comprenaient,16.666666666666664
10160,comprendra,16.666666666666664
10161,comprendrait,16.666666666666664
10162,comprenne,16.666666666666664
10163,comprennent,16.666666666666664
10164,compressait,16.666666666666664
10165,comprimé,16.666666666666664
10166,comprise,16.666666666666664
10167,compromettants,16.666666666666664
10168,compromis,16.666666666666664
10169,compromise,16.666666666666664
10170,compréhensibles,16.666666666666664
10171,comptaient,16.666666666666664
10172,comptes,16.666666666666664
10173,compteur,16.666666666666664
10174,comptons,16.666666666666664
10175,comptèrent,16.666666666666664
10176,comptés,16.666666666666664
10177,compulsait,16.666666666666664
10178,compétence,16.666666666666664
10179,compétition,16.666666666666664
10180,compétitions,16.666666666666664
10181,comte,16.666666666666664
10182,comédien,16.666666666666664
10183,comédiens,16.666666666666664
10184,comédon,16.666666666666664
10185,coméliau,16.666666666666664
10186,con,16.666666666666664
10187,cona,16.666666666666664
10188,concassage,16.666666666666664
10189,concassant,16.666666666666664
10190,concasseur,16.666666666666664
10191,concassé,16.666666666666664
10192,concaves,16.666666666666664
10193,concentrait,16.666666666666664
10194,concentrations,16.666666666666664
10195,concentre,16.666666666666664
10196,concentrée,16.666666666666664
10197,concernant,16.666666666666664
10198,concernés,16.666666666666664
10199,concerta,16.666666666666664
10200,concerte,16.666666666666664
10201,concertés,16.666666666666664
10202,concession,16.666666666666664
10203,concessions,16.666666666666664
10204,concevable,16.666666666666664
10205,concevez,16.666666666666664
10206,concevoir,16.666666666666664
10207,conciliation,16.666666666666664
10208,conclu,16.666666666666664
10209,concluant,16.666666666666664
10210,conclurent,16.666666666666664
10211,conclurez,16.666666666666664
10212,conclusives,16.666666666666664
10213,concourir,16.666666666666664
10214,concret,16.666666666666664
10215,concurrent,16.666666666666664
10216,concéda,16.666666666666664
10217,condamna,16.666666666666664
10218,condamne,16.666666666666664
10219,condamnes,16.666666666666664
10220,condamnés,16.666666666666664
10221,condensa,16.666666666666664
10222,condensateurs,16.666666666666664
10223,condenser,16.666666666666664
10224,condensé,16.666666666666664
10225,condescendance,16.666666666666664
10226,condescendant,16.666666666666664
10227,condescendante,16.666666666666664
10228,conditionnel,16.666666666666664
10229,conditionnement,16.666666666666664
10230,conditionnées,16.666666666666664
10231,conducteur,16.666666666666664
10232,conduira,16.666666666666664
10233,conduirait,16.666666666666664
10234,conduis,16.666666666666664
10235,conduisant,16.666666666666664
10236,conduisît,16.666666666666664
10237,conduites,16.666666666666664
10238,conduits,16.666666666666664
10239,confectionnait,16.666666666666664
10240,confectionner,16.666666666666664
10241,confia,16.666666666666664
10242,confiait,16.666666666666664
10243,confiant,16.666666666666664
10244,confiants,16.666666666666664
10245,confidence,16.666666666666664
10246,confidentiels,16.666666666666664
10247,confie,16.666666666666664
10248,confier,16.666666666666664
10249,confirment,16.666666666666664
10250,confirmer,16.666666666666664
10251,confirmera,16.666666666666664
10252,confirmerait,16.666666666666664
10253,confirmées,16.666666666666664
10254,confirmés,16.666666666666664
10255,confisqua,16.666666666666664
10256,confisque,16.666666666666664
10257,confisquées,16.666666666666664
10258,confit,16.666666666666664
10259,confiture,16.666666666666664
10260,conflit,16.666666666666664
10261,conflits,16.666666666666664
10262,confondait,16.666666666666664
10263,confondu,16.666666666666664
10264,conformation,16.666666666666664
10265,conforme,16.666666666666664
10266,confort,16.666666666666664
10267,confortables,16.666666666666664
10268,confrontant,16.666666666666664
10269,confronter,16.666666666666664
10270,confronté,16.666666666666664
10271,confrère,16.666666666666664
10272,confrères,16.666666666666664
10273,confrérie,16.666666666666664
10274,confuses,16.666666666666664
10275,conférant,16.666666666666664
10276,congelé,16.666666666666664
10277,congestion,16.666666666666664
10278,congestionné,16.666666666666664
10279,congestionnée,16.666666666666664
10280,conglomérat,16.666666666666664
10281,conglomérés,16.666666666666664
10282,congratulait,16.666666666666664
10283,congratuler,16.666666666666664
10284,congélateur,16.666666666666664
10285,congélateurs,16.666666666666664
10286,congés,16.666666666666664
10287,conifère,16.666666666666664
10288,coniques,16.666666666666664
10289,conjectures,16.666666666666664
10290,conjointe,16.666666666666664
10291,conjurer,16.666666666666664
10292,connaisse,16.666666666666664
10293,connaisseur,16.666666666666664
10294,connaisseurs,16.666666666666664
10295,connaissiez,16.666666666666664
10296,connaissons,16.666666666666664
10297,connectait,16.666666666666664
10298,connectent,16.666666666666664
10299,connecter,16.666666666666664
10300,connecticut,16.666666666666664
10301,connecté,16.666666666666664
10302,connivence,16.666666666666664
10303,connues,16.666666666666664
10304,connussent,16.666666666666664
10305,conque,16.666666666666664
10306,cons,16.666666666666664
10307,consacrait,16.666666666666664
10308,consacré,16.666666666666664
10309,consacrée,16.666666666666664
10310,consciences,16.666666666666664
10311,consciencieux,16.666666666666664
10312,consciente,16.666666666666664
10313,conseilla,16.666666666666664
10314,conseillers,16.666666666666664
10315,conseilles,16.666666666666664
10316,consentement,16.666666666666664
10317,conservait,16.666666666666664
10318,conservant,16.666666666666664
10319,conserves,16.666666666666664
10320,conservez,16.666666666666664
10321,considèrent,16.666666666666664
10322,considéra,16.666666666666664
10323,considérablement,16.666666666666664
10324,considérais,16.666666666666664
10325,considération,16.666666666666664
10326,considérées,16.666666666666664
10327,consistaient,16.666666666666664
10328,consiste,16.666666666666664
10329,consistent,16.666666666666664
10330,consister,16.666666666666664
10331,consisterait,16.666666666666664
10332,consisté,16.666666666666664
10333,consolation,16.666666666666664
10334,consolidé,16.666666666666664
10335,consommant,16.666666666666664
10336,consommateur,16.666666666666664
10337,consommation,16.666666666666664
10338,consommations,16.666666666666664
10339,consonne,16.666666666666664
10340,consonnes,16.666666666666664
10341,conspirateurs,16.666666666666664
10342,conspiration,16.666666666666664
10343,conspiratrices,16.666666666666664
10344,conspués,16.666666666666664
10345,constantin,16.666666666666664
10346,constat,16.666666666666664
10347,constatations,16.666666666666664
10348,constate,16.666666666666664
10349,constatez,16.666666666666664
10350,constellé,16.666666666666664
10351,constellées,16.666666666666664
10352,consternés,16.666666666666664
10353,constituaient,16.666666666666664
10354,constituait,16.666666666666664
10355,constituent,16.666666666666664
10356,constitution,16.666666666666664
10357,constitué,16.666666666666664
10358,constituée,16.666666666666664
10359,constitués,16.666666666666664
10360,constructeur,16.666666666666664
10361,constructions,16.666666666666664
10362,consulat,16.666666666666664
10363,consulta,16.666666666666664
10364,consultait,16.666666666666664
10365,consultant,16.666666666666664
10366,consulte,16.666666666666664
10367,consultera,16.666666666666664
10368,consulté,16.666666666666664
10369,consumant,16.666666666666664
10370,consumerait,16.666666666666664
10371,consécutif,16.666666666666664
10372,conséquence,16.666666666666664
10373,consœurs,16.666666666666664
10374,contacts,16.666666666666664
10375,contagieuse,16.666666666666664
10376,containers,16.666666666666664
10377,contaminant,16.666666666666664
10378,contempla,16.666666666666664
10379,contempteurs,16.666666666666664
10380,contenants,16.666666666666664
10381,contentant,16.666666666666664
10382,contentez,16.666666666666664
10383,contexte,16.666666666666664
10384,contigus,16.666666666666664
10385,contiguë,16.666666666666664
10386,continents,16.666666666666664
10387,contingent,16.666666666666664
10388,contingentes,16.666666666666664
10389,continu,16.666666666666664
10390,continuerait,16.666666666666664
10391,continueront,16.666666666666664
10392,continues,16.666666666666664
10393,continuité,16.666666666666664
10394,continuons,16.666666666666664
10395,continuum,16.666666666666664
10396,continûment,16.666666666666664
10397,contondants,16.666666666666664
10398,contorsionné,16.666666666666664
10399,contour,16.666666666666664
10400,contournant,16.666666666666664
10401,contourne,16.666666666666664
10402,contracta,16.666666666666664
10403,contractant,16.666666666666664
10404,contraction,16.666666666666664
10405,contractions,16.666666666666664
10406,contracté,16.666666666666664
10407,contractées,16.666666666666664
10408,contradictoire,16.666666666666664
10409,contradictoires,16.666666666666664
10410,contraindre,16.666666666666664
10411,contrainte,16.666666666666664
10412,contrariant,16.666666666666664
10413,contrastait,16.666666666666664
10414,contrastes,16.666666666666664
10415,contrasté,16.666666666666664
10416,contravention,16.666666666666664
10417,contraventions,16.666666666666664
10418,contrebande,16.666666666666664
10419,contrecarrer,16.666666666666664
10420,contredire,16.666666666666664
10421,contredise,16.666666666666664
10422,contrefort,16.666666666666664
10423,contremaîtres,16.666666666666664
10424,contreplaquée,16.666666666666664
10425,contrepoint,16.666666666666664
10426,contrepoints,16.666666666666664
10427,contresignaient,16.666666666666664
10428,contribuables,16.666666666666664
10429,contrite,16.666666666666664
10430,contrôlant,16.666666666666664
10431,contrôlera,16.666666666666664
10432,contrôles,16.666666666666664
10433,contrôlée,16.666666666666664
10434,contrôlées,16.666666666666664
10435,contînt,16.666666666666664
10436,convaincante,16.666666666666664
10437,convecteurs,16.666666666666664
10438,convenable,16.666666666666664
10439,convenablement,16.666666666666664
10440,convenait,16.666666666666664
10441,convenir,16.666666666666664
10442,conventionnelle,16.666666666666664
10443,convenus,16.666666666666664
10444,convergèrent,16.666666666666664
10445,convergé,16.666666666666664
10446,conversaient,16.666666666666664
10447,converser,16.666666666666664
10448,convertis,16.666666666666664
10449,conviait,16.666666666666664
10450,conviant,16.666666666666664
10451,convictions,16.666666666666664
10452,convienne,16.666666666666664
10453,convinrent,16.666666666666664
10454,convint,16.666666666666664
10455,convive,16.666666666666664
10456,convoi,16.666666666666664
10457,convoité,16.666666666666664
10458,convoyer,16.666666666666664
10459,convoyeur,16.666666666666664
10460,convoyées,16.666666666666664
10461,convulsif,16.666666666666664
10462,convulsive,16.666666666666664
10463,convulsés,16.666666666666664
10464,conçois,16.666666666666664
10465,conçoit,16.666666666666664
10466,conçue,16.666666666666664
10467,cook,16.666666666666664
10468,coopératives,16.666666666666664
10469,coordonnant,16.666666666666664
10470,copeau,16.666666666666664
10471,copenhague,16.666666666666664
10472,copie,16.666666666666664
10473,copies,16.666666666666664
10474,copieusement,16.666666666666664
10475,copropriété,16.666666666666664
10476,coques,16.666666666666664
10477,coquet,16.666666666666664
10478,coquille,16.666666666666664
10479,coquilles,16.666666666666664
10480,coquins,16.666666666666664
10481,corbeil,16.666666666666664
10482,corbillard,16.666666666666664
10483,cordage,16.666666666666664
10484,cordial,16.666666666666664
10485,cordialité,16.666666666666664
10486,cordiaux,16.666666666666664
10487,cordon,16.666666666666664
10488,cordonnier,16.666666666666664
10489,cordons,16.666666666666664
10490,coriace,16.666666666666664
10491,coriaces,16.666666666666664
10492,coriolis,16.666666666666664
10493,cormoran,16.666666666666664
10494,corna,16.666666666666664
10495,cornaient,16.666666666666664
10496,cornait,16.666666666666664
10497,corne,16.666666666666664
10498,corniches,16.666666666666664
10499,cornichon,16.666666666666664
10500,cornées,16.666666666666664
10501,cornés,16.666666666666664
10502,corporatif,16.666666666666664
10503,corral,16.666666666666664
10504,corrals,16.666666666666664
10505,correcte,16.666666666666664
10506,correctes,16.666666666666664
10507,correcteurs,16.666666666666664
10508,correction,16.666666666666664
10509,correspond,16.666666666666664
10510,correspondaient,16.666666666666664
10511,correspondance,16.666666666666664
10512,correspondants,16.666666666666664
10513,corrompu,16.666666666666664
10514,corset,16.666666666666664
10515,corvée,16.666666666666664
10516,cosmique,16.666666666666664
10517,cosmopolite,16.666666666666664
10518,cosmétiquées,16.666666666666664
10519,cosnes,16.666666666666664
10520,cossu,16.666666666666664
10521,costumes,16.666666666666664
10522,costumée,16.666666666666664
10523,cosy,16.666666666666664
10524,cotisations,16.666666666666664
10525,coucha,16.666666666666664
10526,couchaient,16.666666666666664
10527,couchant,16.666666666666664
10528,couchent,16.666666666666664
10529,coucherais,16.666666666666664
10530,couchettes,16.666666666666664
10531,couchez,16.666666666666664
10532,coudre,16.666666666666664
10533,couenne,16.666666666666664
10534,coula,16.666666666666664
10535,coulent,16.666666666666664
10536,couler,16.666666666666664
10537,couliez,16.666666666666664
10538,coulisse,16.666666666666664
10539,coulées,16.666666666666664
10540,country,16.666666666666664
10541,coupables,16.666666666666664
10542,coupaient,16.666666666666664
10543,coupais,16.666666666666664
10544,coupant,16.666666666666664
10545,coupantes,16.666666666666664
10546,coupants,16.666666666666664
10547,coupes,16.666666666666664
10548,couplet,16.666666666666664
10549,coupole,16.666666666666664
10550,coupons,16.666666666666664
10551,coupures,16.666666666666664
10552,coupât,16.666666666666664
10553,courante,16.666666666666664
10554,courants,16.666666666666664
10555,courbature,16.666666666666664
10556,courbatures,16.666666666666664
10557,courbe,16.666666666666664
10558,coureurs,16.666666666666664
10559,couronnait,16.666666666666664
10560,couronner,16.666666666666664
10561,couronné,16.666666666666664
10562,courra,16.666666666666664
10563,courrai,16.666666666666664
10564,courroie,16.666666666666664
10565,courroucée,16.666666666666664
10566,courrouçaient,16.666666666666664
10567,coursive,16.666666666666664
10568,courtisanes,16.666666666666664
10569,courtoisie,16.666666666666664
10570,courue,16.666666666666664
10571,coururent,16.666666666666664
10572,cousins,16.666666666666664
10573,coutures,16.666666666666664
10574,couturier,16.666666666666664
10575,couturière,16.666666666666664
10576,couvertes,16.666666666666664
10577,couvrant,16.666666666666664
10578,couvrantes,16.666666666666664
10579,couvre,16.666666666666664
10580,couvrez,16.666666666666664
10581,coyotes,16.666666666666664
10582,coéquipiers,16.666666666666664
10583,coûtera,16.666666666666664
10584,coûterait,16.666666666666664
10585,coûteux,16.666666666666664
10586,crabes,16.666666666666664
10587,crache,16.666666666666664
10588,crachent,16.666666666666664
10589,cracher,16.666666666666664
10590,crachin,16.666666666666664
10591,crachotant,16.666666666666664
10592,crachoter,16.666666666666664
10593,craché,16.666666666666664
10594,craignaient,16.666666666666664
10595,craignit,16.666666666666664
10596,craintes,16.666666666666664
10597,craintif,16.666666666666664
10598,craintivement,16.666666666666664
10599,cramoisi,16.666666666666664
10600,cramoisies,16.666666666666664
10601,crampe,16.666666666666664
10602,crampes,16.666666666666664
10603,cramponnait,16.666666666666664
10604,cramponné,16.666666666666664
10605,cramponnés,16.666666666666664
10606,crapauds,16.666666666666664
10607,craponne,16.666666666666664
10608,crapules,16.666666666666664
10609,craquaient,16.666666666666664
10610,craquelures,16.666666666666664
10611,craquèrent,16.666666666666664
10612,cratère,16.666666666666664
10613,cravache,16.666666666666664
10614,cravates,16.666666666666664
10615,crayeuse,16.666666666666664
10616,crayonnés,16.666666666666664
10617,crayons,16.666666666666664
10618,cresson,16.666666666666664
10619,cressonnières,16.666666666666664
10620,cretonne,16.666666666666664
10621,creusait,16.666666666666664
10622,creusent,16.666666666666664
10623,creuses,16.666666666666664
10624,creusé,16.666666666666664
10625,creusés,16.666666666666664
10626,crevait,16.666666666666664
10627,crevez,16.666666666666664
10628,crevées,16.666666666666664
10629,crevés,16.666666666666664
10630,criaient,16.666666666666664
10631,criaillement,16.666666666666664
10632,criarde,16.666666666666664
10633,criblé,16.666666666666664
10634,cricket,16.666666666666664
10635,criminelle,16.666666666666664
10636,crimée,16.666666666666664
10637,crises,16.666666666666664
10638,crispant,16.666666666666664
10639,crispants,16.666666666666664
10640,crispation,16.666666666666664
10641,crispations,16.666666666666664
10642,crispé,16.666666666666664
10643,crispées,16.666666666666664
10644,crispés,16.666666666666664
10645,crissa,16.666666666666664
10646,critiquer,16.666666666666664
10647,critiques,16.666666666666664
10648,croassante,16.666666666666664
10649,croches,16.666666666666664
10650,crochu,16.666666666666664
10651,croché,16.666666666666664
10652,croie,16.666666666666664
10653,croirait,16.666666666666664
10654,croirez,16.666666666666664
10655,croisement,16.666666666666664
10656,croisements,16.666666666666664
10657,croisent,16.666666666666664
10658,croiser,16.666666666666664
10659,croisillon,16.666666666666664
10660,croissait,16.666666666666664
10661,croissance,16.666666666666664
10662,croissants,16.666666666666664
10663,croisèrent,16.666666666666664
10664,cross,16.666666666666664
10665,crossmen,16.666666666666664
10666,crotton,16.666666666666664
10667,croupier,16.666666666666664
10668,croupiers,16.666666666666664
10669,croyiez,16.666666666666664
10670,croyons,16.666666666666664
10671,croître,16.666666666666664
10672,croûtes,16.666666666666664
10673,crucifix,16.666666666666664
10674,crucifixion,16.666666666666664
10675,cruelle,16.666666666666664
10676,cruellement,16.666666666666664
10677,crurent,16.666666666666664
10678,crus,16.666666666666664
10679,crânait,16.666666666666664
10680,crânement,16.666666666666664
10681,crânerie,16.666666666666664
10682,crânes,16.666666666666664
10683,crédible,16.666666666666664
10684,crédits,16.666666666666664
10685,créer,16.666666666666664
10686,crémeries,16.666666666666664
10687,crémeux,16.666666666666664
10688,crémière,16.666666666666664
10689,créosote,16.666666666666664
10690,crépi,16.666666666666664
10691,crépis,16.666666666666664
10692,crépitaient,16.666666666666664
10693,crépitait,16.666666666666664
10694,crépitent,16.666666666666664
10695,crépiter,16.666666666666664
10696,crépon,16.666666666666664
10697,crépuscules,16.666666666666664
10698,crésus,16.666666666666664
10699,créteil,16.666666666666664
10700,créées,16.666666666666664
10701,crû,16.666666666666664
10702,crût,16.666666666666664
10703,cube,16.666666666666664
10704,cubes,16.666666666666664
10705,cueille,16.666666666666664
10706,cuillerée,16.666666666666664
10707,cuirassé,16.666666666666664
10708,cuisait,16.666666666666664
10709,cuisina,16.666666666666664
10710,cuisinait,16.666666666666664
10711,cuisiner,16.666666666666664
10712,cuisinières,16.666666666666664
10713,cuisson,16.666666666666664
10714,cuite,16.666666666666664
10715,cuites,16.666666666666664
10716,cuits,16.666666666666664
10717,cuivres,16.666666666666664
10718,cuivré,16.666666666666664
10719,cul,16.666666666666664
10720,culligan,16.666666666666664
10721,culot,16.666666666666664
10722,culottes,16.666666666666664
10723,culpabilité,16.666666666666664
10724,culte,16.666666666666664
10725,cultivateurs,16.666666666666664
10726,cultiver,16.666666666666664
10727,cultivé,16.666666666666664
10728,cultures,16.666666666666664
10729,cumin,16.666666666666664
10730,cumulus,16.666666666666664
10731,cupidons,16.666666666666664
10732,cure,16.666666666666664
10733,curieusement,16.666666666666664
10734,curiosités,16.666666666666664
10735,curly,16.666666666666664
10736,cycle,16.666666666666664
10737,cycles,16.666666666666664
10738,cycliques,16.666666666666664
10739,cyclisme,16.666666666666664
10740,cycliste,16.666666666666664
10741,cyclone,16.666666666666664
10742,cylindres,16.666666666666664
10743,cymbale,16.666666666666664
10744,cymbaliers,16.666666666666664
10745,cynodrome,16.666666666666664
10746,cypriote,16.666666666666664
10747,czechoslovakia,16.666666666666664
10748,câbla,16.666666666666664
10749,câble,16.666666666666664
10750,câbles,16.666666666666664
10751,cèdre,16.666666666666664
10752,cédait,16.666666666666664
10753,céderait,16.666666666666664
10754,cédez,16.666666666666664
10755,cédé,16.666666666666664
10756,céleste,16.666666666666664
10757,célestes,16.666666666666664
10758,célestins,16.666666666666664
10759,célibat,16.666666666666664
10760,célèbes,16.666666666666664
10761,célèbres,16.666666666666664
10762,célébration,16.666666666666664
10763,célébrité,16.666666666666664
10764,célébré,16.666666666666664
10765,céramique,16.666666666666664
10766,céréales,16.666666666666664
10767,céréalières,16.666666666666664
10768,cérébral,16.666666666666664
10769,cérémonieusement,16.666666666666664
10770,côtelettes,16.666666666666664
10771,côtière,16.666666666666664
10772,côtières,16.666666666666664
10773,côtoyant,16.666666666666664
10774,dactylo,16.666666666666664
10775,dactylographie,16.666666666666664
10776,dactylos,16.666666666666664
10777,dada,16.666666666666664
10778,daignait,16.666666666666664
10779,daigne,16.666666666666664
10780,dais,16.666666666666664
10781,dallage,16.666666666666664
10782,dalle,16.666666666666664
10783,dalles,16.666666666666664
10784,dallé,16.666666666666664
10785,dam,16.666666666666664
10786,dana,16.666666666666664
10787,dancing,16.666666666666664
10788,dandenong,16.666666666666664
10789,dandinaient,16.666666666666664
10790,dandinant,16.666666666666664
10791,danemark,16.666666666666664
10792,dangereuse,16.666666666666664
10793,danois,16.666666666666664
10794,dansais,16.666666666666664
10795,dansant,16.666666666666664
10796,dansante,16.666666666666664
10797,danseuses,16.666666666666664
10798,dansez,16.666666666666664
10799,dansiez,16.666666666666664
10800,danton,16.666666666666664
10801,danube,16.666666666666664
10802,darousset,16.666666666666664
10803,dataient,16.666666666666664
10804,dater,16.666666666666664
10805,datsun,16.666666666666664
10806,daube,16.666666666666664
10807,daughter,16.666666666666664
10808,dauphine,16.666666666666664
10809,day,16.666666666666664
10810,decharme,16.666666666666664
10811,delacroix,16.666666666666664
10812,delair,16.666666666666664
10813,delhi,16.666666666666664
10814,demandais,16.666666666666664
10815,demanderai,16.666666666666664
10816,demanderait,16.666666666666664
10817,demandiez,16.666666666666664
10818,demandée,16.666666666666664
10819,demeura,16.666666666666664
10820,demeuraient,16.666666666666664
10821,demeurent,16.666666666666664
10822,demeuré,16.666666666666664
10823,demoiselle,16.666666666666664
10824,demoiselles,16.666666666666664
10825,dentaire,16.666666666666664
10826,dentellerait,16.666666666666664
10827,dentelé,16.666666666666664
10828,dentelée,16.666666666666664
10829,dentifrice,16.666666666666664
10830,dentifrices,16.666666666666664
10831,dentiste,16.666666666666664
10832,dentée,16.666666666666664
10833,denver,16.666666666666664
10834,deputy,16.666666666666664
10835,derechef,16.666666666666664
10836,derme,16.666666666666664
10837,derrières,16.666666666666664
10838,descellé,16.666666666666664
10839,descendant,16.666666666666664
10840,descendante,16.666666666666664
10841,descende,16.666666666666664
10842,descendrait,16.666666666666664
10843,descendît,16.666666666666664
10844,desjardins,16.666666666666664
10845,desquelles,16.666666666666664
10846,desserra,16.666666666666664
10847,desserrer,16.666666666666664
10848,desserré,16.666666666666664
10849,desservie,16.666666666666664
10850,desservir,16.666666666666664
10851,dessin,16.666666666666664
10852,dessinaient,16.666666666666664
10853,dessine,16.666666666666664
10854,dessiner,16.666666666666664
10855,dessiné,16.666666666666664
10856,dessinés,16.666666666666664
10857,dessoudant,16.666666666666664
10858,dessoûlé,16.666666666666664
10859,dessécher,16.666666666666664
10860,destination,16.666666666666664
10861,destinations,16.666666666666664
10862,destins,16.666666666666664
10863,destinée,16.666666666666664
10864,deuivitx,16.666666666666664
10865,devancé,16.666666666666664
10866,devança,16.666666666666664
10867,devançant,16.666666666666664
10868,devenant,16.666666666666664
10869,deviennent,16.666666666666664
10870,deviez,16.666666666666664
10871,devinant,16.666666666666664
10872,devineriez,16.666666666666664
10873,devis,16.666666666666664
10874,devons,16.666666666666664
10875,devra,16.666666666666664
10876,devraient,16.666666666666664
10877,deçà,16.666666666666664
10878,diaboliquement,16.666666666666664
10879,diabolo,16.666666666666664
10880,diagnostiqua,16.666666666666664
10881,diagnostique,16.666666666666664
10882,dialogue,16.666666666666664
10883,diamantaire,16.666666666666664
10884,diamants,16.666666666666664
10885,diamétralement,16.666666666666664
10886,dictait,16.666666666666664
10887,dicter,16.666666666666664
10888,dictée,16.666666666666664
10889,didactiques,16.666666666666664
10890,diffamation,16.666666666666664
10891,difficilement,16.666666666666664
10892,difficultés,16.666666666666664
10893,diffractait,16.666666666666664
10894,diffractée,16.666666666666664
10895,diffractés,16.666666666666664
10896,diffusait,16.666666666666664
10897,diffusant,16.666666666666664
10898,diffuser,16.666666666666664
10899,diffusion,16.666666666666664
10900,diffusés,16.666666666666664
10901,différait,16.666666666666664
10902,différent,16.666666666666664
10903,digestion,16.666666666666664
10904,digitale,16.666666666666664
10905,digitales,16.666666666666664
10906,dignes,16.666666666666664
10907,dignitaire,16.666666666666664
10908,digéré,16.666666666666664
10909,digérée,16.666666666666664
10910,digérés,16.666666666666664
10911,dilataient,16.666666666666664
10912,dilate,16.666666666666664
10913,dilatoire,16.666666666666664
10914,dilatoires,16.666666666666664
10915,dilaté,16.666666666666664
10916,dilatée,16.666666666666664
10917,diligence,16.666666666666664
10918,dilue,16.666666666666664
10919,dilué,16.666666666666664
10920,diluées,16.666666666666664
10921,dimensions,16.666666666666664
10922,diminue,16.666666666666664
10923,diminutif,16.666666666666664
