,raw-words,in%texts
2124,domaine,66.66666666666666
2125,dommage,66.66666666666666
2126,donna,66.66666666666666
2127,donnaient,66.66666666666666
2128,donnent,66.66666666666666
2129,donnera,66.66666666666666
2130,dormi,66.66666666666666
2131,dort,66.66666666666666
2132,doré,66.66666666666666
2133,dossier,66.66666666666666
2134,douce,66.66666666666666
2135,douceur,66.66666666666666
2136,douleur,66.66666666666666
2137,doutais,66.66666666666666
2138,doux,66.66666666666666
2139,douzaine,66.66666666666666
2140,drap,66.66666666666666
2141,draps,66.66666666666666
2142,dressaient,66.66666666666666
2143,dresse,66.66666666666666
2144,dresser,66.66666666666666
2145,duquel,66.66666666666666
2146,décida,66.66666666666666
2147,décide,66.66666666666666
2148,déclara,66.66666666666666
2149,découpait,66.66666666666666
2150,découvrant,66.66666666666666
2151,découvrir,66.66666666666666
2152,découvrit,66.66666666666666
2153,défait,66.66666666666666
2154,défendre,66.66666666666666
2155,délai,66.66666666666666
2156,départ,66.66666666666666
2157,dépit,66.66666666666666
2158,déranger,66.66666666666666
2159,désarroi,66.66666666666666
2160,désigner,66.66666666666666
2161,désinvolture,66.66666666666666
2162,désormais,66.66666666666666
2163,détaché,66.66666666666666
2164,détail,66.66666666666666
2165,déterminer,66.66666666666666
2166,détresse,66.66666666666666
2167,dînait,66.66666666666666
2168,dîné,66.66666666666666
2169,effets,66.66666666666666
2170,efforts,66.66666666666666
2171,emballé,66.66666666666666
2172,embarrassé,66.66666666666666
2173,emmener,66.66666666666666
2174,emploi,66.66666666666666
2175,employé,66.66666666666666
2176,employés,66.66666666666666
2177,emporter,66.66666666666666
2178,empreintes,66.66666666666666
2179,empêché,66.66666666666666
2180,enchères,66.66666666666666
2181,encombré,66.66666666666666
2182,encre,66.66666666666666
2183,endormi,66.66666666666666
2184,endroits,66.66666666666666
2185,enfance,66.66666666666666
2186,enfermé,66.66666666666666
2187,enfonça,66.66666666666666
2188,enfonçait,66.66666666666666
2189,engagea,66.66666666666666
2190,engageait,66.66666666666666
2191,ennemi,66.66666666666666
2192,entassaient,66.66666666666666
2193,entendant,66.66666666666666
2194,enterrer,66.66666666666666
2195,entier,66.66666666666666
2196,entraient,66.66666666666666
2197,entrait,66.66666666666666
2198,entrèrent,66.66666666666666
2199,enveloppe,66.66666666666666
2200,environs,66.66666666666666
2201,envoie,66.66666666666666
2202,envoyé,66.66666666666666
2203,escalier,66.66666666666666
2204,espoir,66.66666666666666
2205,essaie,66.66666666666666
2206,essaya,66.66666666666666
2207,essayant,66.66666666666666
2208,essence,66.66666666666666
2209,essuyait,66.66666666666666
2210,essuyer,66.66666666666666
2211,eurent,66.66666666666666
2212,eussent,66.66666666666666
2213,exact,66.66666666666666
2214,exactement,66.66666666666666
2215,excellent,66.66666666666666
2216,existait,66.66666666666666
2217,existence,66.66666666666666
2218,explique,66.66666666666666
2219,exprimer,66.66666666666666
2220,extraordinaire,66.66666666666666
2221,extérieur,66.66666666666666
2222,faible,66.66666666666666
2223,faillit,66.66666666666666
2224,faite,66.66666666666666
2225,fallu,66.66666666666666
2226,familier,66.66666666666666
2227,familiers,66.66666666666666
2228,fantaisie,66.66666666666666
2229,farouche,66.66666666666666
2230,fasse,66.66666666666666
2231,feignit,66.66666666666666
2232,ferais,66.66666666666666
2233,ferma,66.66666666666666
2234,fermer,66.66666666666666
2235,fermées,66.66666666666666
2236,feuillage,66.66666666666666
2237,feuille,66.66666666666666
2238,feuilles,66.66666666666666
2239,fier,66.66666666666666
2240,filer,66.66666666666666
2241,filet,66.66666666666666
2242,film,66.66666666666666
2243,fine,66.66666666666666
2244,finis,66.66666666666666
2245,finissait,66.66666666666666
2246,firent,66.66666666666666
2247,fixer,66.66666666666666
2248,fluide,66.66666666666666
2249,fonds,66.66666666666666
2250,forcené,66.66666666666666
2251,forces,66.66666666666666
2252,formaient,66.66666666666666
2253,formidable,66.66666666666666
2254,fortune,66.66666666666666
2255,forêt,66.66666666666666
2256,fouiller,66.66666666666666
2257,fous,66.66666666666666
2258,franchir,66.66666666666666
2259,franchit,66.66666666666666
2260,francs,66.66666666666666
2261,français,66.66666666666666
2262,frappait,66.66666666666666
2263,fraîche,66.66666666666666
2264,froidement,66.66666666666666
2265,frontière,66.66666666666666
2266,frotta,66.66666666666666
2267,fruits,66.66666666666666
2268,frères,66.66666666666666
2269,frémissement,66.66666666666666
2270,fumant,66.66666666666666
2271,furent,66.66666666666666
2272,féminine,66.66666666666666
2273,gagne,66.66666666666666
2274,gaieté,66.66666666666666
2275,gants,66.66666666666666
2276,garage,66.66666666666666
2277,gardait,66.66666666666666
2278,garder,66.66666666666666
2279,garçons,66.66666666666666
2280,gauchement,66.66666666666666
2281,gaz,66.66666666666666
2282,gendarmes,66.66666666666666
2283,genou,66.66666666666666
2284,gentil,66.66666666666666
2285,gentiment,66.66666666666666
2286,gesticulant,66.66666666666666
2287,glace,66.66666666666666
2288,gonflait,66.66666666666666
2289,gosse,66.66666666666666
2290,gravit,66.66666666666666
2291,grille,66.66666666666666
2292,grilles,66.66666666666666
2293,grimace,66.66666666666666
2294,grommela,66.66666666666666
2295,guerre,66.66666666666666
2296,gueule,66.66666666666666
2297,générale,66.66666666666666
2298,gêné,66.66666666666666
2299,habitait,66.66666666666666
2300,habitudes,66.66666666666666
2301,habitués,66.66666666666666
2302,hall,66.66666666666666
2303,hargneux,66.66666666666666
2304,hausser,66.66666666666666
2305,hautes,66.66666666666666
2306,hauts,66.66666666666666
2307,hiver,66.66666666666666
2308,honnête,66.66666666666666
2309,honnêtes,66.66666666666666
2310,horizon,66.66666666666666
2311,horreur,66.66666666666666
2312,huile,66.66666666666666
2313,humide,66.66666666666666
2314,humilié,66.66666666666666
2315,hésitant,66.66666666666666
2316,hésité,66.66666666666666
2317,idées,66.66666666666666
2318,ignore,66.66666666666666
2319,image,66.66666666666666
2320,images,66.66666666666666
2321,imagine,66.66666666666666
2322,impatiente,66.66666666666666
2323,impeccable,66.66666666666666
2324,impitoyable,66.66666666666666
2325,impressions,66.66666666666666
2326,inattendu,66.66666666666666
2327,inconnu,66.66666666666666
2328,informations,66.66666666666666
2329,inquiéter,66.66666666666666
2330,insiste,66.66666666666666
2331,insister,66.66666666666666
2332,installa,66.66666666666666
2333,installe,66.66666666666666
2334,installer,66.66666666666666
2335,instruction,66.66666666666666
2336,intelligent,66.66666666666666
2337,interdit,66.66666666666666
2338,interlocuteurs,66.66666666666666
2339,interrompre,66.66666666666666
2340,intervint,66.66666666666666
2341,intimité,66.66666666666666
2342,intéresse,66.66666666666666
2343,involontaire,66.66666666666666
2344,ira,66.66666666666666
2345,irai,66.66666666666666
2346,ironique,66.66666666666666
2347,irrégulier,66.66666666666666
2348,issue,66.66666666666666
2349,ivrogne,66.66666666666666
2350,jardinier,66.66666666666666
2351,jaunes,66.66666666666666
2352,jeta,66.66666666666666
2353,jetait,66.66666666666666
2354,jeux,66.66666666666666
2355,joli,66.66666666666666
2356,jouaient,66.66666666666666
2357,jouait,66.66666666666666
2358,jouant,66.66666666666666
2359,joyeux,66.66666666666666
2360,juré,66.66666666666666
2361,laissant,66.66666666666666
2362,laissent,66.66666666666666
2363,laissée,66.66666666666666
2364,largeur,66.66666666666666
2365,lent,66.66666666666666
2366,lettre,66.66666666666666
2367,lettres,66.66666666666666
2368,levait,66.66666666666666
2369,levée,66.66666666666666
2370,levés,66.66666666666666
2371,lisse,66.66666666666666
2372,liste,66.66666666666666
2373,livre,66.66666666666666
2374,local,66.66666666666666
2375,loge,66.66666666666666
2376,longuement,66.66666666666666
2377,lu,66.66666666666666
2378,lueur,66.66666666666666
2379,lundi,66.66666666666666
2380,lune,66.66666666666666
2381,luxe,66.66666666666666
2382,luxueux,66.66666666666666
2383,légumes,66.66666666666666
2384,légèrement,66.66666666666666
2385,machine,66.66666666666666
2386,maladie,66.66666666666666
2387,malaise,66.66666666666666
2388,maman,66.66666666666666
2389,manche,66.66666666666666
2390,manches,66.66666666666666
2391,mange,66.66666666666666
2392,mangea,66.66666666666666
2393,manque,66.66666666666666
2394,manquer,66.66666666666666
2395,manteau,66.66666666666666
2396,marchand,66.66666666666666
2397,mardi,66.66666666666666
2398,mari,66.66666666666666
2399,marié,66.66666666666666
2400,mariée,66.66666666666666
2401,masse,66.66666666666666
2402,matins,66.66666666666666
2403,maussade,66.66666666666666
2404,maximum,66.66666666666666
2405,meilleur,66.66666666666666
2406,menait,66.66666666666666
2407,menaçait,66.66666666666666
2408,mentir,66.66666666666666
2409,menus,66.66666666666666
2410,messieurs,66.66666666666666
2411,mets,66.66666666666666
2412,mettant,66.66666666666666
2413,meuble,66.66666666666666
2414,meublée,66.66666666666666
2415,milliers,66.66666666666666
2416,mine,66.66666666666666
2417,minimum,66.66666666666666
2418,miracle,66.66666666666666
2419,moderne,66.66666666666666
2420,moindres,66.66666666666666
2421,moments,66.66666666666666
2422,monte,66.66666666666666
2423,montrant,66.66666666666666
2424,morts,66.66666666666666
2425,mou,66.66666666666666
2426,multicolore,66.66666666666666
2427,musée,66.66666666666666
2428,mystère,66.66666666666666
2429,mâchoires,66.66666666666666
2430,mètre,66.66666666666666
2431,mécanique,66.66666666666666
2432,médiocre,66.66666666666666
2433,méfiant,66.66666666666666
2434,ménage,66.66666666666666
2435,naturel,66.66666666666666
2436,neige,66.66666666666666
2437,nerfs,66.66666666666666
2438,nerveusement,66.66666666666666
2439,nervosité,66.66666666666666
2440,net,66.66666666666666
2441,nettement,66.66666666666666
2442,nez,66.66666666666666
2443,noires,66.66666666666666
2444,nommé,66.66666666666666
2445,normal,66.66666666666666
2446,notion,66.66666666666666
2447,novembre,66.66666666666666
2448,nu,66.66666666666666
2449,nuage,66.66666666666666
2450,nuits,66.66666666666666
2451,nul,66.66666666666666
2452,nulle,66.66666666666666
2453,nus,66.66666666666666
2454,né,66.66666666666666
2455,néanmoins,66.66666666666666
2456,observa,66.66666666666666
2457,observait,66.66666666666666
2458,observer,66.66666666666666
2459,obtenu,66.66666666666666
2460,occupait,66.66666666666666
2461,occupera,66.66666666666666
2462,occupé,66.66666666666666
2463,odeurs,66.66666666666666
2464,offert,66.66666666666666
2465,officier,66.66666666666666
2466,offre,66.66666666666666
2467,offrir,66.66666666666666
2468,oiseaux,66.66666666666666
2469,ombres,66.66666666666666
2470,orage,66.66666666666666
2471,ordinaire,66.66666666666666
2472,oreille,66.66666666666666
2473,organisé,66.66666666666666
2474,orgueil,66.66666666666666
2475,ose,66.66666666666666
2476,oublie,66.66666666666666
2477,oubliée,66.66666666666666
2478,ouvriers,66.66666666666666
2479,page,66.66666666666666
2480,paille,66.66666666666666
2481,pain,66.66666666666666
2482,palais,66.66666666666666
2483,palier,66.66666666666666
2484,panique,66.66666666666666
2485,pantoufles,66.66666666666666
2486,paquet,66.66666666666666
2487,paraissaient,66.66666666666666
2488,parcourir,66.66666666666666
2489,pareil,66.66666666666666
2490,pareilles,66.66666666666666
2491,parents,66.66666666666666
2492,parie,66.66666666666666
2493,parlaient,66.66666666666666
2494,parlant,66.66666666666666
2495,paroles,66.66666666666666
2496,particulière,66.66666666666666
2497,partis,66.66666666666666
2498,paru,66.66666666666666
2499,passée,66.66666666666666
2500,passés,66.66666666666666
2501,patience,66.66666666666666
2502,paupières,66.66666666666666
2503,pavillon,66.66666666666666
2504,pavillons,66.66666666666666
2505,paya,66.66666666666666
2506,paysans,66.66666666666666
2507,payé,66.66666666666666
2508,peignoir,66.66666666666666
2509,penchait,66.66666666666666
2510,pensa,66.66666666666666
2511,pensais,66.66666666666666
2512,pensait,66.66666666666666
2513,penses,66.66666666666666
2514,pensées,66.66666666666666
2515,perd,66.66666666666666
2516,perdit,66.66666666666666
2517,permettez,66.66666666666666
2518,permettre,66.66666666666666
2519,permis,66.66666666666666
2520,personnages,66.66666666666666
2521,personnalité,66.66666666666666
2522,personnel,66.66666666666666
2523,personnelle,66.66666666666666
2524,persuadé,66.66666666666666
2525,persuadée,66.66666666666666
2526,perte,66.66666666666666
2527,peuple,66.66666666666666
2528,photographies,66.66666666666666
2529,phrase,66.66666666666666
2530,phrases,66.66666666666666
2531,physique,66.66666666666666
2532,pierres,66.66666666666666
2533,places,66.66666666666666
2534,plain,66.66666666666666
2535,plainte,66.66666666666666
2536,plans,66.66666666666666
2537,plaques,66.66666666666666
2538,plate,66.66666666666666
2539,pleurait,66.66666666666666
2540,pleurer,66.66666666666666
2541,pleut,66.66666666666666
2542,poignet,66.66666666666666
2543,poignée,66.66666666666666
2544,poil,66.66666666666666
2545,pommettes,66.66666666666666
2546,pompes,66.66666666666666
2547,pont,66.66666666666666
2548,ponts,66.66666666666666
2549,portail,66.66666666666666
2550,portefeuille,66.66666666666666
2551,portrait,66.66666666666666
2552,posait,66.66666666666666
2553,possibilité,66.66666666666666
2554,posée,66.66666666666666
2555,pouce,66.66666666666666
2556,pourraient,66.66666666666666
2557,poursuit,66.66666666666666
2558,poursuivit,66.66666666666666
2559,poussait,66.66666666666666
2560,pouvaient,66.66666666666666
2561,pouvoir,66.66666666666666
2562,prends,66.66666666666666
2563,prennent,66.66666666666666
2564,presse,66.66666666666666
2565,presser,66.66666666666666
2566,pressé,66.66666666666666
2567,printemps,66.66666666666666
2568,problème,66.66666666666666
2569,prochain,66.66666666666666
2570,prochaine,66.66666666666666
2571,produire,66.66666666666666
2572,professionnels,66.66666666666666
2573,profité,66.66666666666666
2574,profond,66.66666666666666
2575,profondément,66.66666666666666
2576,prononcé,66.66666666666666
2577,prononçait,66.66666666666666
2578,propose,66.66666666666666
2579,proposé,66.66666666666666
2580,propres,66.66666666666666
2581,propriétaires,66.66666666666666
2582,protester,66.66666666666666
2583,provisions,66.66666666666666
2584,proximité,66.66666666666666
2585,précipita,66.66666666666666
2586,précipitamment,66.66666666666666
2587,précis,66.66666666666666
2588,précédentes,66.66666666666666
2589,préférait,66.66666666666666
2590,prépare,66.66666666666666
2591,présentait,66.66666666666666
2592,prétendre,66.66666666666666
2593,prête,66.66666666666666
2594,prêts,66.66666666666666
2595,public,66.66666666666666
2596,publique,66.66666666666666
2597,puissants,66.66666666666666
2598,puisse,66.66666666666666
2599,pure,66.66666666666666
2600,put,66.66666666666666
2601,pèse,66.66666666666666
2602,pénible,66.66666666666666
2603,pétrole,66.66666666666666
2604,qualité,66.66666666666666
2605,quant,66.66666666666666
2606,quelquefois,66.66666666666666
2607,questionna,66.66666666666666
2608,questionner,66.66666666666666
2609,quitta,66.66666666666666
2610,quittait,66.66666666666666
2611,quitter,66.66666666666666
2612,raccrocher,66.66666666666666
2613,racheté,66.66666666666666
2614,raconte,66.66666666666666
2615,raconter,66.66666666666666
2616,radio,66.66666666666666
2617,rage,66.66666666666666
2618,rageur,66.66666666666666
2619,ralenti,66.66666666666666
2620,ramené,66.66666666666666
2621,rangs,66.66666666666666
2622,rapide,66.66666666666666
2623,rappelé,66.66666666666666
2624,rapports,66.66666666666666
2625,rare,66.66666666666666
2626,rares,66.66666666666666
2627,ravi,66.66666666666666
2628,rayons,66.66666666666666
2629,recherche,66.66666666666666
2630,referma,66.66666666666666
2631,refermer,66.66666666666666
2632,reflets,66.66666666666666
2633,refusé,66.66666666666666
2634,regagner,66.66666666666666
2635,regardaient,66.66666666666666
2636,regardèrent,66.66666666666666
2637,regardé,66.66666666666666
2638,regardée,66.66666666666666
2639,regret,66.66666666666666
2640,rejoignit,66.66666666666666
2641,rejoint,66.66666666666666
2642,relever,66.66666666666666
2643,remarqua,66.66666666666666
2644,remarqué,66.66666666666666
2645,remontait,66.66666666666666
2646,remplacé,66.66666666666666
2647,remua,66.66666666666666
2648,remuait,66.66666666666666
2649,rendait,66.66666666666666
2650,rendez,66.66666666666666
2651,rends,66.66666666666666
2652,renfermé,66.66666666666666
2653,renseigné,66.66666666666666
2654,rentrait,66.66666666666666
2655,renvoyer,66.66666666666666
2656,reposer,66.66666666666666
2657,reprit,66.66666666666666
2658,représentant,66.66666666666666
2659,respirait,66.66666666666666
2660,responsable,66.66666666666666
2661,ressemblait,66.66666666666666
2662,restant,66.66666666666666
2663,restes,66.66666666666666
2664,retard,66.66666666666666
2665,retira,66.66666666666666
2666,retire,66.66666666666666
2667,retournant,66.66666666666666
2668,retrouva,66.66666666666666
2669,revenant,66.66666666666666
2670,revolver,66.66666666666666
2671,reçoit,66.66666666666666
2672,reçut,66.66666666666666
2673,riches,66.66666666666666
2674,rideaux,66.66666666666666
2675,robes,66.66666666666666
2676,ronde,66.66666666666666
2677,roses,66.66666666666666
2678,roue,66.66666666666666
2679,roues,66.66666666666666
2680,roulait,66.66666666666666
2681,rythme,66.66666666666666
2682,récepteur,66.66666666666666
2683,réfléchi,66.66666666666666
2684,régulièrement,66.66666666666666
2685,répit,66.66666666666666
2686,répondait,66.66666666666666
2687,répète,66.66666666666666
2688,répétait,66.66666666666666
2689,répéter,66.66666666666666
2690,résultat,66.66666666666666
2691,réveiller,66.66666666666666
2692,sachant,66.66666666666666
2693,sache,66.66666666666666
2694,saisit,66.66666666666666
2695,saluer,66.66666666666666
2696,samedi,66.66666666666666
2697,sandwich,66.66666666666666
2698,santé,66.66666666666666
2699,satisfaction,66.66666666666666
2700,savaient,66.66666666666666
2701,saviez,66.66666666666666
2702,secret,66.66666666666666
2703,secrétaire,66.66666666666666
2704,sein,66.66666666666666
2705,seins,66.66666666666666
2706,semblerait,66.66666666666666
2707,sent,66.66666666666666
2708,sentant,66.66666666666666
2709,sentiment,66.66666666666666
2710,sentit,66.66666666666666
2711,seraient,66.66666666666666
2712,serais,66.66666666666666
2713,serra,66.66666666666666
2714,serrant,66.66666666666666
2715,serrés,66.66666666666666
2716,servant,66.66666666666666
2717,servi,66.66666666666666
2718,services,66.66666666666666
2719,servit,66.66666666666666
2720,signer,66.66666666666666
2721,signé,66.66666666666666
2722,silencieux,66.66666666666666
2723,simplement,66.66666666666666
2724,simples,66.66666666666666
2725,simplicité,66.66666666666666
2726,sincère,66.66666666666666
2727,soi,66.66666666666666
2728,soirées,66.66666666666666
2729,sombres,66.66666666666666
2730,sonne,66.66666666666666
2731,sonner,66.66666666666666
2732,sortes,66.66666666666666
2733,souci,66.66666666666666
2734,souhaite,66.66666666666666
2735,soulagé,66.66666666666666
2736,soulever,66.66666666666666
2737,souliers,66.66666666666666
2738,soupira,66.66666666666666
2739,souple,66.66666666666666
2740,soupçonne,66.66666666666666
2741,soupçons,66.66666666666666
2742,sourd,66.66666666666666
2743,sourde,66.66666666666666
2744,souvenirs,66.66666666666666
2745,souvint,66.66666666666666
2746,spécial,66.66666666666666
2747,spéciale,66.66666666666666
2748,sud,66.66666666666666
2749,suivants,66.66666666666666
2750,surprendre,66.66666666666666
2751,sursauta,66.66666666666666
2752,surveille,66.66666666666666
2753,syllabes,66.66666666666666
2754,sympathie,66.66666666666666
2755,sèche,66.66666666666666
2756,sèchement,66.66666666666666
2757,série,66.66666666666666
2758,sérieusement,66.66666666666666
2759,sérénité,66.66666666666666
2760,sûrement,66.66666666666666
2761,tabac,66.66666666666666
2762,tableaux,66.66666666666666
2763,tables,66.66666666666666
2764,tablier,66.66666666666666
2765,tantôt,66.66666666666666
2766,tarder,66.66666666666666
2767,technique,66.66666666666666
2768,tendait,66.66666666666666
2769,tendant,66.66666666666666
2770,tenté,66.66666666666666
2771,terrain,66.66666666666666
2772,terrasse,66.66666666666666
2773,terreur,66.66666666666666
2774,terrible,66.66666666666666
2775,terriblement,66.66666666666666
2776,timide,66.66666666666666
2777,tirera,66.66666666666666
2778,tiroir,66.66666666666666
2779,tissu,66.66666666666666
2780,titres,66.66666666666666
2781,toit,66.66666666666666
2782,toits,66.66666666666666
2783,tomba,66.66666666666666
2784,touchant,66.66666666666666
2785,touche,66.66666666666666
2786,tournaient,66.66666666666666
2787,tournant,66.66666666666666
2788,tournée,66.66666666666666
2789,trace,66.66666666666666
2790,traces,66.66666666666666
2791,trains,66.66666666666666
2792,trait,66.66666666666666
2793,traitait,66.66666666666666
2794,transportait,66.66666666666666
2795,transporter,66.66666666666666
2796,travaillaient,66.66666666666666
2797,travaillait,66.66666666666666
2798,traversa,66.66666666666666
2799,traversaient,66.66666666666666
2800,traversait,66.66666666666666
2801,traînait,66.66666666666666
2802,tremblait,66.66666666666666
2803,trentaine,66.66666666666666
2804,tressaillit,66.66666666666666
2805,triangle,66.66666666666666
2806,triste,66.66666666666666
2807,trompé,66.66666666666666
2808,trottoirs,66.66666666666666
2809,trouble,66.66666666666666
2810,tut,66.66666666666666
2811,tué,66.66666666666666
2812,tôle,66.66666666666666
2813,uni,66.66666666666666
2814,unique,66.66666666666666
2815,valait,66.66666666666666
2816,valeur,66.66666666666666
2817,vapeur,66.66666666666666
2818,vaste,66.66666666666666
2819,vendre,66.66666666666666
2820,venez,66.66666666666666
2821,vent,66.66666666666666
2822,ventre,66.66666666666666
2823,verdure,66.66666666666666
2824,verrai,66.66666666666666
2825,verres,66.66666666666666
2826,verrons,66.66666666666666
2827,versa,66.66666666666666
2828,vertige,66.66666666666666
2829,viande,66.66666666666666
2830,vice,66.66666666666666
2831,vider,66.66666666666666
2832,vides,66.66666666666666
2833,vif,66.66666666666666
2834,villes,66.66666666666666
2835,violence,66.66666666666666
2836,vis,66.66666666666666
2837,visages,66.66666666666666
2838,vitesse,66.66666666666666
2839,vitrée,66.66666666666666
2840,vivait,66.66666666666666
2841,vivement,66.66666666666666
2842,voici,66.66666666666666
2843,voire,66.66666666666666
2844,voisins,66.66666666666666
2845,volées,66.66666666666666
2846,voulut,66.66666666666666
2847,voyais,66.66666666666666
2848,vécu,66.66666666666666
2849,vêtements,66.66666666666666
2850,whisky,66.66666666666666
2851,écarta,66.66666666666666
2852,échelle,66.66666666666666
2853,éclairées,66.66666666666666
2854,éclata,66.66666666666666
2855,école,66.66666666666666
2856,écria,66.66666666666666
2857,égal,66.66666666666666
2858,église,66.66666666666666
2859,éléments,66.66666666666666
2860,émotion,66.66666666666666
2861,ému,66.66666666666666
2862,émue,66.66666666666666
2863,épave,66.66666666666666
2864,éponge,66.66666666666666
2865,éprouva,66.66666666666666
2866,équilibre,66.66666666666666
2867,équipe,66.66666666666666
2868,établi,66.66666666666666
2869,établir,66.66666666666666
2870,établissement,66.66666666666666
2871,étages,66.66666666666666
2872,étendue,66.66666666666666
2873,étiez,66.66666666666666
2874,étions,66.66666666666666
2875,étonnant,66.66666666666666
2876,étonnement,66.66666666666666
2877,étonner,66.66666666666666
2878,étonné,66.66666666666666
2879,étrange,66.66666666666666
2880,étranger,66.66666666666666
2881,étroit,66.66666666666666
2882,étudiant,66.66666666666666
2883,étudier,66.66666666666666
2884,éveilla,66.66666666666666
2885,éveiller,66.66666666666666
2886,évidence,66.66666666666666
2887,évita,66.66666666666666
2888,évitait,66.66666666666666
2889,éviter,66.66666666666666
2890,12,50.0
2891,4,50.0
2892,8,50.0
2893,Air,50.0
2894,Assez,50.0
2895,Assis,50.0
2896,Attention,50.0
2897,Aucun,50.0
2898,Aucune,50.0
2899,Aussi,50.0
2900,Autour,50.0
2901,Autrement,50.0
2902,Avouez,50.0
2903,Bastille,50.0
2904,Belle,50.0
2905,Blonde,50.0
2906,Bob,50.0
2907,Bonne,50.0
2908,Bonsoir,50.0
2909,Bruxelles,50.0
2910,Cependant,50.0
2911,Certainement,50.0
2912,Commissaire,50.0
2913,Continue,50.0
2914,Croyez,50.0
2915,Dehors,50.0
2916,Dix,50.0
2917,Donnez,50.0
2918,Dépôt,50.0
2919,Ecoute,50.0
2920,Espagnol,50.0
2921,Etait,50.0
2922,Fais,50.0
2923,File,50.0
2924,Ford,50.0
2925,Grâce,50.0
2926,Halles,50.0
2927,Heureusement,50.0
2928,Jacques,50.0
2929,Joseph,50.0
2930,Laissez,50.0
2931,Leur,50.0
2932,Leurs,50.0
2933,Lucas,50.0
2934,Madame,50.0
2935,Maigret,50.0
2936,Manuel,50.0
2937,Mme,50.0
2938,Montez,50.0
2939,Montrez,50.0
2940,Notre,50.0
2941,Orléans,50.0
2942,Orsay,50.0
2943,Ouest,50.0
2944,Parquet,50.0
2945,Plutôt,50.0
2946,Police,50.0
2947,Pouvez,50.0
2948,Prends,50.0
2949,Prenez,50.0
2950,Puisque,50.0
2951,Remarquez,50.0
2952,Répondez,50.0
2953,République,50.0
2954,Sais,50.0
2955,Savez,50.0
2956,Sinon,50.0
2957,Six,50.0
2958,Sous,50.0
2959,Suppose,50.0
2960,Tais,50.0
2961,Tandis,50.0
2962,Tantôt,50.0
2963,Venez,50.0
2964,Veux,50.0
2965,Vingt,50.0
2966,Vite,50.0
2967,Voir,50.0
2968,Voyons,50.0
2969,Vraiment,50.0
2970,abandonné,50.0
2971,abandonnée,50.0
2972,abat,50.0
2973,abattre,50.0
2974,abattu,50.0
2975,absolu,50.0
2976,absolue,50.0
2977,accablé,50.0
2978,accepte,50.0
2979,accepté,50.0
2980,accompagné,50.0
2981,accompli,50.0
2982,accoudés,50.0
2983,accroché,50.0
2984,accuser,50.0
2985,accusé,50.0
2986,accusés,50.0
2987,acide,50.0
2988,acquiesça,50.0
2989,acte,50.0
2990,actes,50.0
2991,action,50.0
2992,adieux,50.0
2993,administration,50.0
2994,admis,50.0
2995,adopté,50.0
2996,adressa,50.0
2997,adressait,50.0
2998,adressant,50.0
2999,adressé,50.0
3000,adversaire,50.0
3001,affairé,50.0
3002,affalé,50.0
3003,affirmait,50.0
3004,affreuse,50.0
3005,affreux,50.0
3006,agir,50.0
3007,agit,50.0
3008,agitait,50.0
3009,agité,50.0
3010,ahuri,50.0
3011,ahurissement,50.0
3012,aidait,50.0
3013,aidant,50.0
3014,aie,50.0
3015,aiguilles,50.0
3016,aile,50.0
3017,aimer,50.0
3018,aimerait,50.0
3019,aimez,50.0
3020,aimée,50.0
3021,ajoutait,50.0
3022,ajouter,50.0
3023,ajouté,50.0
3024,alentour,50.0
3025,alignaient,50.0
3026,allant,50.0
3027,alliez,50.0
3028,allions,50.0
3029,allumait,50.0
3030,allusion,50.0
3031,amant,50.0
3032,amateurs,50.0
3033,amie,50.0
3034,amoureux,50.0
3035,amusait,50.0
3036,amène,50.0
3037,amère,50.0
3038,américain,50.0
3039,ange,50.0
3040,angle,50.0
3041,anniversaire,50.0
3042,annoncé,50.0
3043,annuaire,50.0
3044,apercevant,50.0
3045,apparaissait,50.0
3046,appartement,50.0
3047,appartenait,50.0
3048,appartiennent,50.0
3049,apporter,50.0
3050,approche,50.0
3051,approcher,50.0
3052,appuyé,50.0
3053,apéritifs,50.0
3054,armés,50.0
3055,arracher,50.0
3056,arraché,50.0
3057,arrivant,50.0
3058,arrivera,50.0
3059,arriverait,50.0
3060,article,50.0
3061,articula,50.0
3062,artistes,50.0
3063,artistique,50.0
3064,asile,50.0
3065,assassinat,50.0
3066,assassiné,50.0
3067,assaut,50.0
3068,assises,50.0
3069,assure,50.0
3070,assurée,50.0
3071,attablés,50.0
3072,attachait,50.0
3073,attacher,50.0
3074,attaque,50.0
3075,atteignit,50.0
3076,attentif,50.0
3077,attentivement,50.0
3078,aube,50.0
3079,auraient,50.0
3080,aurez,50.0
3081,auteur,50.0
3082,auteurs,50.0
3083,automatique,50.0
3084,automobile,50.0
3085,automobiles,50.0
3086,autrefois,50.0
3087,avança,50.0
3088,aventure,50.0
3089,aventures,50.0
3090,aveugle,50.0
3091,avouer,50.0
3092,aîné,50.0
3093,aînée,50.0
3094,bagages,50.0
3095,baie,50.0
3096,bain,50.0
3097,baissé,50.0
3098,balade,50.0
3099,balai,50.0
3100,balançait,50.0
3101,balbutia,50.0
3102,banale,50.0
3103,banlieue,50.0
3104,baraquements,50.0
3105,barman,50.0
3106,barrières,50.0
3107,bataille,50.0
3108,bateau,50.0
3109,battait,50.0
3110,bavardaient,50.0
3111,beauté,50.0
3112,bec,50.0
3113,bel,50.0
