,raw-words,in%texts
17677,présentons,16.666666666666664
17678,présentés,16.666666666666664
17679,présidait,16.666666666666664
17680,présidence,16.666666666666664
17681,présidente,16.666666666666664
17682,présidentiel,16.666666666666664
17683,présidents,16.666666666666664
17684,présumée,16.666666666666664
17685,présuppose,16.666666666666664
17686,prétendaient,16.666666666666664
17687,prétendant,16.666666666666664
17688,prétendants,16.666666666666664
17689,prétentions,16.666666666666664
17690,prévalant,16.666666666666664
17691,prévenant,16.666666666666664
17692,prévenante,16.666666666666664
17693,prévenez,16.666666666666664
17694,préventive,16.666666666666664
17695,préviens,16.666666666666664
17696,prévint,16.666666666666664
17697,prévision,16.666666666666664
17698,prêtais,16.666666666666664
17699,prêtant,16.666666666666664
17700,prêtes,16.666666666666664
17701,prêtre,16.666666666666664
17702,prêtèrent,16.666666666666664
17703,prêté,16.666666666666664
17704,prêtée,16.666666666666664
17705,prôné,16.666666666666664
17706,psaume,16.666666666666664
17707,pseudopodes,16.666666666666664
17708,psychasthénique,16.666666666666664
17709,psychologique,16.666666666666664
17710,puanteurs,16.666666666666664
17711,pub,16.666666666666664
17712,publiaient,16.666666666666664
17713,publicitaire,16.666666666666664
17714,publicitaires,16.666666666666664
17715,publicités,16.666666666666664
17716,publie,16.666666666666664
17717,publier,16.666666666666664
17718,publiquement,16.666666666666664
17719,publié,16.666666666666664
17720,publiée,16.666666666666664
17721,puce,16.666666666666664
17722,pudiquement,16.666666666666664
17723,pugilat,16.666666666666664
17724,puissante,16.666666666666664
17725,puissantes,16.666666666666664
17726,pulpe,16.666666666666664
17727,pulsions,16.666666666666664
17728,pulvérisant,16.666666666666664
17729,pulvérisation,16.666666666666664
17730,pulvérise,16.666666666666664
17731,pulvériser,16.666666666666664
17732,pulvérisée,16.666666666666664
17733,pulvérulent,16.666666666666664
17734,punaises,16.666666666666664
17735,punaisée,16.666666666666664
17736,punaisées,16.666666666666664
17737,punching,16.666666666666664
17738,punie,16.666666666666664
17739,punir,16.666666666666664
17740,punissait,16.666666666666664
17741,punisse,16.666666666666664
17742,punitives,16.666666666666664
17743,pupille,16.666666666666664
17744,pupitre,16.666666666666664
17745,pupitres,16.666666666666664
17746,purement,16.666666666666664
17747,purgatoire,16.666666666666664
17748,purgatoriale,16.666666666666664
17749,purger,16.666666666666664
17750,purifiaient,16.666666666666664
17751,purs,16.666666666666664
17752,putain,16.666666666666664
17753,putride,16.666666666666664
17754,puérile,16.666666666666664
17755,pyjamas,16.666666666666664
17756,pyramide,16.666666666666664
17757,pyramides,16.666666666666664
17758,python,16.666666666666664
17759,pâlir,16.666666666666664
17760,pâlis,16.666666666666664
17761,pâlissait,16.666666666666664
17762,pâmera,16.666666666666664
17763,pâtir,16.666666666666664
17764,pâtisserie,16.666666666666664
17765,pâturage,16.666666666666664
17766,pâturages,16.666666666666664
17767,pâtés,16.666666666666664
17768,pègre,16.666666666666664
17769,pèlerinage,16.666666666666664
17770,pèsent,16.666666666666664
17771,pèses,16.666666666666664
17772,pète,16.666666666666664
17773,pécule,16.666666666666664
17774,pédala,16.666666666666664
17775,pédalait,16.666666666666664
17776,pédalant,16.666666666666664
17777,pédaler,16.666666666666664
17778,pédales,16.666666666666664
17779,pédiluve,16.666666666666664
17780,pékinois,16.666666666666664
17781,pékins,16.666666666666664
17782,pénibles,16.666666666666664
17783,péninsulaire,16.666666666666664
17784,péninsule,16.666666666666664
17785,pénitentiaire,16.666666666666664
17786,pénètrent,16.666666666666664
17787,pénétrèrent,16.666666666666664
17788,péremption,16.666666666666664
17789,périls,16.666666666666664
17790,périmètre,16.666666666666664
17791,périmé,16.666666666666664
17792,périmées,16.666666666666664
17793,périmés,16.666666666666664
17794,période,16.666666666666664
17795,périodes,16.666666666666664
17796,périphérie,16.666666666666664
17797,périphérique,16.666666666666664
17798,périr,16.666666666666664
17799,péroraison,16.666666666666664
17800,pétales,16.666666666666664
17801,pétarade,16.666666666666664
17802,pétards,16.666666666666664
17803,pétillait,16.666666666666664
17804,pétillant,16.666666666666664
17805,pétillants,16.666666666666664
17806,pétillement,16.666666666666664
17807,pétrir,16.666666666666664
17808,pétrissaient,16.666666666666664
17809,pétrissait,16.666666666666664
17810,pétrit,16.666666666666664
17811,pétroliers,16.666666666666664
17812,pêle,16.666666666666664
17813,pôle,16.666666666666664
17814,quadrilatères,16.666666666666664
17815,quadrillement,16.666666666666664
17816,quadrillé,16.666666666666664
17817,quadrupèdes,16.666666666666664
17818,quantités,16.666666666666664
17819,quartiers,16.666666666666664
17820,quasi,16.666666666666664
17821,quatorzième,16.666666666666664
17822,quatuor,16.666666666666664
17823,quelconques,16.666666666666664
17824,quelles,16.666666666666664
17825,questionnaires,16.666666666666664
17826,questionne,16.666666666666664
17827,questionné,16.666666666666664
17828,quiet,16.666666666666664
17829,quinte,16.666666666666664
17830,quintette,16.666666666666664
17831,quiproquos,16.666666666666664
17832,quittais,16.666666666666664
17833,quittent,16.666666666666664
17834,quitterons,16.666666666666664
17835,quittée,16.666666666666664
17836,quittés,16.666666666666664
17837,quiétude,16.666666666666664
17838,quoiqu,16.666666666666664
17839,quotidiennement,16.666666666666664
17840,quotidiennes,16.666666666666664
17841,quotidiens,16.666666666666664
17842,quérir,16.666666666666664
17843,quête,16.666666666666664
17844,r,16.666666666666664
17845,rabattait,16.666666666666664
17846,rabattant,16.666666666666664
17847,rabattra,16.666666666666664
17848,rabrouait,16.666666666666664
17849,rabrouer,16.666666666666664
17850,raccordaient,16.666666666666664
17851,raccordait,16.666666666666664
17852,raccords,16.666666666666664
17853,raccourci,16.666666666666664
17854,raccourcir,16.666666666666664
17855,raccourcit,16.666666666666664
17856,raccrochaient,16.666666666666664
17857,raccrochait,16.666666666666664
17858,raccrochèrent,16.666666666666664
17859,rachat,16.666666666666664
17860,rachetait,16.666666666666664
17861,racine,16.666666666666664
17862,racla,16.666666666666664
17863,raclements,16.666666666666664
17864,racole,16.666666666666664
17865,racontent,16.666666666666664
17866,racontez,16.666666666666664
17867,racorni,16.666666666666664
17868,radar,16.666666666666664
17869,rade,16.666666666666664
17870,radeau,16.666666666666664
17871,radiateur,16.666666666666664
17872,radiateurs,16.666666666666664
17873,radicaux,16.666666666666664
17874,radieuse,16.666666666666664
17875,radieux,16.666666666666664
17876,radioactives,16.666666666666664
17877,radiogoniomètre,16.666666666666664
17878,radiographique,16.666666666666664
17879,radios,16.666666666666664
17880,radié,16.666666666666664
17881,radon,16.666666666666664
17882,radotent,16.666666666666664
17883,rafales,16.666666666666664
17884,raffermit,16.666666666666664
17885,raffinements,16.666666666666664
17886,raffinée,16.666666666666664
17887,raffole,16.666666666666664
17888,rafla,16.666666666666664
17889,rafler,16.666666666666664
17890,rafles,16.666666666666664
17891,raflées,16.666666666666664
17892,rafraîchi,16.666666666666664
17893,rafraîchir,16.666666666666664
17894,rafraîchissantes,16.666666666666664
17895,rageant,16.666666666666664
17896,rager,16.666666666666664
17897,rageuses,16.666666666666664
17898,raid,16.666666666666664
17899,raideur,16.666666666666664
17900,raidie,16.666666666666664
17901,railla,16.666666666666664
17902,railleuse,16.666666666666664
17903,rails,16.666666666666664
17904,raisins,16.666666666666664
17905,raisonnable,16.666666666666664
17906,raisonnements,16.666666666666664
17907,raisonné,16.666666666666664
17908,raisonnée,16.666666666666664
17909,rajusta,16.666666666666664
17910,rajustant,16.666666666666664
17911,rajustés,16.666666666666664
17912,ralentissait,16.666666666666664
17913,ralentissement,16.666666666666664
17914,ralentissent,16.666666666666664
17915,ralliant,16.666666666666664
17916,ralliement,16.666666666666664
17917,rallier,16.666666666666664
17918,rallié,16.666666666666664
17919,rallonge,16.666666666666664
17920,rallonger,16.666666666666664
17921,rallonges,16.666666666666664
17922,rallongé,16.666666666666664
17923,rallumant,16.666666666666664
17924,rallumé,16.666666666666664
17925,rallyes,16.666666666666664
17926,ramassant,16.666666666666664
17927,ramasser,16.666666666666664
17928,rambarde,16.666666666666664
17929,rame,16.666666666666664
17930,ramenaient,16.666666666666664
17931,ramenait,16.666666666666664
17932,ramenant,16.666666666666664
17933,rames,16.666666666666664
17934,rameurs,16.666666666666664
17935,rampa,16.666666666666664
17936,rampant,16.666666666666664
17937,rampants,16.666666666666664
17938,rampes,16.666666666666664
17939,ranch,16.666666666666664
17940,rancher,16.666666666666664
17941,ranches,16.666666666666664
17942,rancœur,16.666666666666664
17943,rancœurs,16.666666666666664
17944,rangea,16.666666666666664
17945,rangeait,16.666666666666664
17946,rangeant,16.666666666666664
17947,rangé,16.666666666666664
17948,rangés,16.666666666666664
17949,ranima,16.666666666666664
17950,ranimait,16.666666666666664
17951,rapace,16.666666666666664
17952,rapetissaient,16.666666666666664
17953,rapiécées,16.666666666666664
17954,rappel,16.666666666666664
17955,rappela,16.666666666666664
17956,rappelant,16.666666666666664
17957,rappellera,16.666666666666664
17958,rappellerai,16.666666666666664
17959,rappellerait,16.666666666666664
17960,rappelleras,16.666666666666664
17961,rappelles,16.666666666666664
17962,rapporté,16.666666666666664
17963,rapprochait,16.666666666666664
17964,rapproche,16.666666666666664
17965,rapprochèrent,16.666666666666664
17966,rapproché,16.666666666666664
17967,rapprochée,16.666666666666664
17968,raquette,16.666666666666664
17969,rareté,16.666666666666664
17970,raréfiaient,16.666666666666664
17971,ras,16.666666666666664
17972,rasage,16.666666666666664
17973,rasant,16.666666666666664
17974,raser,16.666666666666664
17975,rases,16.666666666666664
17976,rassasiés,16.666666666666664
17977,rassemblant,16.666666666666664
17978,rassemble,16.666666666666664
17979,rassemblement,16.666666666666664
17980,rassemblements,16.666666666666664
17981,rassis,16.666666666666664
17982,rassise,16.666666666666664
17983,rassura,16.666666666666664
17984,rassurants,16.666666666666664
17985,rassure,16.666666666666664
17986,rassuré,16.666666666666664
17987,rassurée,16.666666666666664
17988,rasée,16.666666666666664
17989,rasées,16.666666666666664
17990,rasés,16.666666666666664
17991,rat,16.666666666666664
17992,rata,16.666666666666664
17993,rataient,16.666666666666664
17994,rate,16.666666666666664
17995,rateriez,16.666666666666664
17996,ration,16.666666666666664
17997,rationalisation,16.666666666666664
17998,rationnelle,16.666666666666664
17999,rationnement,16.666666666666664
18000,ratissé,16.666666666666664
18001,rattacha,16.666666666666664
18002,ratures,16.666666666666664
18003,ravagés,16.666666666666664
18004,ravins,16.666666666666664
18005,ravir,16.666666666666664
18006,ravisait,16.666666666666664
18007,ravisé,16.666666666666664
18008,ravitaillement,16.666666666666664
18009,ravivant,16.666666666666664
18010,raviver,16.666666666666664
18011,rayent,16.666666666666664
18012,rayonnant,16.666666666666664
18013,rayonnement,16.666666666666664
18014,rayonner,16.666666666666664
18015,rayée,16.666666666666664
18016,rayées,16.666666666666664
18017,rebelle,16.666666666666664
18018,rebiffe,16.666666666666664
18019,reblanchir,16.666666666666664
18020,reblochon,16.666666666666664
18021,rebondi,16.666666666666664
18022,rebondies,16.666666666666664
18023,rebondir,16.666666666666664
18024,rebondis,16.666666666666664
18025,rebondissaient,16.666666666666664
18026,rebondit,16.666666666666664
18027,rebord,16.666666666666664
18028,rebours,16.666666666666664
18029,rebroussa,16.666666666666664
18030,rebrousse,16.666666666666664
18031,rebroussèrent,16.666666666666664
18032,recalé,16.666666666666664
18033,recel,16.666666666666664
18034,recelaient,16.666666666666664
18035,receleur,16.666666666666664
18036,recette,16.666666666666664
18037,recettes,16.666666666666664
18038,recevaient,16.666666666666664
18039,recevais,16.666666666666664
18040,receveur,16.666666666666664
18041,receviez,16.666666666666664
18042,recevons,16.666666666666664
18043,recevriez,16.666666666666664
18044,rechargea,16.666666666666664
18045,recherches,16.666666666666664
18046,rechignait,16.666666666666664
18047,reclassés,16.666666666666664
18048,recoiffée,16.666666666666664
18049,recoins,16.666666666666664
18050,recommandant,16.666666666666664
18051,recommencer,16.666666666666664
18052,recommença,16.666666666666664
18053,recomposer,16.666666666666664
18054,recompter,16.666666666666664
18055,reconduira,16.666666666666664
18056,reconduisait,16.666666666666664
18057,reconduite,16.666666666666664
18058,reconnaissable,16.666666666666664
18059,reconnaissaient,16.666666666666664
18060,reconnaissais,16.666666666666664
18061,reconnaissante,16.666666666666664
18062,reconnaissez,16.666666666666664
18063,reconnaîtra,16.666666666666664
18064,reconnaîtrai,16.666666666666664
18065,reconnaîtrais,16.666666666666664
18066,reconnaîtrait,16.666666666666664
18067,reconnaîtrez,16.666666666666664
18068,reconnue,16.666666666666664
18069,reconquise,16.666666666666664
18070,reconquérant,16.666666666666664
18071,reconstitue,16.666666666666664
18072,reconstitution,16.666666666666664
18073,reconstitutions,16.666666666666664
18074,reconstitué,16.666666666666664
18075,reconstituée,16.666666666666664
18076,record,16.666666666666664
18077,recordman,16.666666666666664
18078,records,16.666666666666664
18079,recoucher,16.666666666666664
18080,recourir,16.666666666666664
18081,recourrait,16.666666666666664
18082,recours,16.666666666666664
18083,recousue,16.666666666666664
18084,recouverte,16.666666666666664
18085,recouverts,16.666666666666664
18086,recouvra,16.666666666666664
18087,recouvre,16.666666666666664
18088,recouvrer,16.666666666666664
18089,recouvrir,16.666666666666664
18090,recrachant,16.666666666666664
18091,recroquevillé,16.666666666666664
18092,recruter,16.666666666666664
18093,recruté,16.666666666666664
18094,rectangles,16.666666666666664
18095,rectiligne,16.666666666666664
18096,rectilignes,16.666666666666664
18097,recto,16.666666666666664
18098,recueillaient,16.666666666666664
18099,recueille,16.666666666666664
18100,recueilli,16.666666666666664
18101,recueillies,16.666666666666664
18102,reculait,16.666666666666664
18103,reculons,16.666666666666664
18104,reculé,16.666666666666664
18105,reculée,16.666666666666664
18106,recycle,16.666666666666664
18107,redescendit,16.666666666666664
18108,redescendre,16.666666666666664
18109,redevenus,16.666666666666664
18110,redevinrent,16.666666666666664
18111,redevint,16.666666666666664
18112,redingote,16.666666666666664
18113,redondant,16.666666666666664
18114,redoublant,16.666666666666664
18115,redoutable,16.666666666666664
18116,redoutables,16.666666666666664
18117,redoutait,16.666666666666664
18118,redoutent,16.666666666666664
18119,redressant,16.666666666666664
18120,redressera,16.666666666666664
18121,redressée,16.666666666666664
18122,redécouvrant,16.666666666666664
18123,redémarrage,16.666666666666664
18124,refaire,16.666666666666664
18125,refaite,16.666666666666664
18126,referment,16.666666666666664
18127,refilait,16.666666666666664
18128,refluaient,16.666666666666664
18129,refluèrent,16.666666666666664
18130,reflété,16.666666666666664
18131,refrain,16.666666666666664
18132,refrains,16.666666666666664
18133,refroidi,16.666666666666664
18134,refroissait,16.666666666666664
18135,refuge,16.666666666666664
18136,refuges,16.666666666666664
18137,refusent,16.666666666666664
18138,refusera,16.666666666666664
18139,refusez,16.666666666666664
18140,refusions,16.666666666666664
18141,refusée,16.666666666666664
18142,regagnait,16.666666666666664
18143,regagne,16.666666666666664
18144,regagnent,16.666666666666664
18145,regagnèrent,16.666666666666664
18146,regardais,16.666666666666664
18147,regardent,16.666666666666664
18148,regarderait,16.666666666666664
18149,regardes,16.666666666666664
18150,regardiez,16.666666666666664
18151,regardions,16.666666666666664
18152,regardés,16.666666666666664
18153,regarnie,16.666666666666664
18154,regorgeaient,16.666666666666664
18155,regrets,16.666666666666664
18156,regretter,16.666666666666664
18157,regretterais,16.666666666666664
18158,regroupa,16.666666666666664
18159,regroupant,16.666666666666664
18160,regroupèrent,16.666666666666664
18161,reine,16.666666666666664
18162,rejaillir,16.666666666666664
18163,rejetaient,16.666666666666664
18164,rejetant,16.666666666666664
18165,rejetterait,16.666666666666664
18166,rejeté,16.666666666666664
18167,rejoignirent,16.666666666666664
18168,rejoindraient,16.666666666666664
18169,rejoindrait,16.666666666666664
18170,rejointe,16.666666666666664
18171,rejouait,16.666666666666664
18172,rejoue,16.666666666666664
18173,rejouer,16.666666666666664
18174,relancer,16.666666666666664
18175,relatifs,16.666666666666664
18176,relations,16.666666666666664
18177,relative,16.666666666666664
18178,relaver,16.666666666666664
18179,relayent,16.666666666666664
18180,relayer,16.666666666666664
18181,relevant,16.666666666666664
18182,relevât,16.666666666666664
18183,relie,16.666666666666664
18184,relief,16.666666666666664
18185,reliefs,16.666666666666664
18186,relier,16.666666666666664
18187,religieuse,16.666666666666664
18188,religieux,16.666666666666664
18189,relique,16.666666666666664
18190,reliques,16.666666666666664
18191,relisait,16.666666666666664
18192,relise,16.666666666666664
18193,reliée,16.666666666666664
18194,reliées,16.666666666666664
18195,relu,16.666666666666664
18196,relus,16.666666666666664
18197,relut,16.666666666666664
18198,relâchant,16.666666666666664
18199,relâchement,16.666666666666664
18200,relâcher,16.666666666666664
18201,relâchez,16.666666666666664
18202,relâché,16.666666666666664
18203,relâchés,16.666666666666664
18204,relèverai,16.666666666666664
18205,relèverait,16.666666666666664
18206,remarquait,16.666666666666664
18207,remarque,16.666666666666664
18208,remarqueras,16.666666666666664
18209,remarquerez,16.666666666666664
18210,remarquez,16.666666666666664
18211,rembobine,16.666666666666664
18212,remboursées,16.666666666666664
18213,remercia,16.666666666666664
18214,remerciait,16.666666666666664
18215,remerciement,16.666666666666664
18216,remercierai,16.666666666666664
18217,remercié,16.666666666666664
18218,remets,16.666666666666664
18219,remettaient,16.666666666666664
18220,remettent,16.666666666666664
18221,remettez,16.666666666666664
18222,remettrez,16.666666666666664
18223,remisa,16.666666666666664
18224,remisaient,16.666666666666664
18225,remiserait,16.666666666666664
18226,remontant,16.666666666666664
18227,remontent,16.666666666666664
18228,remontiez,16.666666666666664
18229,remonté,16.666666666666664
18230,remontés,16.666666666666664
18231,remords,16.666666666666664
18232,remorquage,16.666666666666664
18233,remorque,16.666666666666664
18234,remorquent,16.666666666666664
18235,remorquer,16.666666666666664
18236,remorques,16.666666666666664
18237,remorqueurs,16.666666666666664
18238,remplacement,16.666666666666664
18239,remplacera,16.666666666666664
18240,remplacés,16.666666666666664
18241,remplaça,16.666666666666664
18242,rempli,16.666666666666664
18243,remplie,16.666666666666664
18244,remplir,16.666666666666664
18245,remplît,16.666666666666664
18246,rempocha,16.666666666666664
18247,rempoigna,16.666666666666664
18248,remporté,16.666666666666664
18249,remue,16.666666666666664
18250,remuée,16.666666666666664
18251,remède,16.666666666666664
18252,remémorait,16.666666666666664
18253,remît,16.666666666666664
18254,renaissaient,16.666666666666664
18255,renchérissaient,16.666666666666664
18256,rencognant,16.666666666666664
18257,rencogné,16.666666666666664
18258,rencontraient,16.666666666666664
18259,rencontrèrent,16.666666666666664
18260,rendement,16.666666666666664
18261,rendiez,16.666666666666664
18262,rendirent,16.666666666666664
18263,rendormait,16.666666666666664
18264,rendormi,16.666666666666664
18265,rendort,16.666666666666664
18266,rendossé,16.666666666666664
18267,rendra,16.666666666666664
18268,rendrait,16.666666666666664
18269,rendue,16.666666666666664
18270,renfermaient,16.666666666666664
18271,renfermées,16.666666666666664
18272,renfoncement,16.666666666666664
18273,renfoncer,16.666666666666664
18274,renforts,16.666666666666664
18275,renfouirent,16.666666666666664
18276,renfrogner,16.666666666666664
18277,renfrogné,16.666666666666664
18278,rengainant,16.666666666666664
18279,renifler,16.666666666666664
18280,renonce,16.666666666666664
18281,renoncement,16.666666666666664
18282,renoncerait,16.666666666666664
18283,renoncé,16.666666666666664
18284,renonçait,16.666666666666664
18285,renouait,16.666666666666664
18286,renouant,16.666666666666664
18287,renouveau,16.666666666666664
18288,renouvelées,16.666666666666664
18289,renseigne,16.666666666666664
18290,renseignement,16.666666666666664
18291,renseigner,16.666666666666664
18292,renseignée,16.666666666666664
18293,rentraient,16.666666666666664
18294,rentrais,16.666666666666664
18295,rentrera,16.666666666666664
18296,rentres,16.666666666666664
18297,rentrez,16.666666666666664
18298,rentrées,16.666666666666664
18299,renverse,16.666666666666664
18300,renversèrent,16.666666666666664
18301,renversé,16.666666666666664
18302,renvois,16.666666666666664
18303,renâcler,16.666666666666664
18304,reparaît,16.666666666666664
18305,reparaître,16.666666666666664
18306,repars,16.666666666666664
18307,repart,16.666666666666664
18308,repartaient,16.666666666666664
18309,repartait,16.666666666666664
18310,repartie,16.666666666666664
18311,repartirait,16.666666666666664
18312,repassage,16.666666666666664
18313,repasser,16.666666666666664
18314,repasserai,16.666666666666664
18315,repassez,16.666666666666664
18316,repassés,16.666666666666664
18317,repeignait,16.666666666666664
18318,repeints,16.666666666666664
18319,repenser,16.666666666666664
18320,repensé,16.666666666666664
18321,repentie,16.666666666666664
18322,repentis,16.666666666666664
18323,repentit,16.666666666666664
18324,repiquer,16.666666666666664
18325,replia,16.666666666666664
18326,repliable,16.666666666666664
18327,repliant,16.666666666666664
18328,replie,16.666666666666664
18329,replier,16.666666666666664
18330,replié,16.666666666666664
18331,repliée,16.666666666666664
18332,repliés,16.666666666666664
18333,replongea,16.666666666666664
18334,replongé,16.666666666666664
18335,reportage,16.666666666666664
18336,reporter,16.666666666666664
18337,reporters,16.666666666666664
18338,reposa,16.666666666666664
18339,reposait,16.666666666666664
18340,reposant,16.666666666666664
18341,reposantes,16.666666666666664
18342,reposent,16.666666666666664
18343,reposes,16.666666666666664
18344,reposée,16.666666666666664
18345,repoussa,16.666666666666664
18346,repoussaient,16.666666666666664
18347,repoussant,16.666666666666664
18348,repousse,16.666666666666664
18349,repousser,16.666666666666664
18350,repoussées,16.666666666666664
18351,reprendraient,16.666666666666664
18352,reprendrais,16.666666666666664
18353,reprendrait,16.666666666666664
18354,reprendrez,16.666666666666664
18355,reprendrons,16.666666666666664
18356,reprenez,16.666666666666664
18357,repreniez,16.666666666666664
18358,reprennent,16.666666666666664
18359,reprirent,16.666666666666664
18360,reprochais,16.666666666666664
18361,reprocher,16.666666666666664
18362,reproduisant,16.666666666666664
18363,représailles,16.666666666666664
18364,représentants,16.666666666666664
18365,représentent,16.666666666666664
18366,représentez,16.666666666666664
18367,reprît,16.666666666666664
18368,reptiles,16.666666666666664
18369,repue,16.666666666666664
18370,repère,16.666666666666664
18371,repères,16.666666666666664
18372,repéra,16.666666666666664
18373,repérables,16.666666666666664
18374,repérait,16.666666666666664
18375,repérant,16.666666666666664
18376,repérée,16.666666666666664
18377,repérés,16.666666666666664
18378,repêché,16.666666666666664
18379,requin,16.666666666666664
18380,requins,16.666666666666664
18381,requise,16.666666666666664
18382,requit,16.666666666666664
18383,requérait,16.666666666666664
18384,respectabilité,16.666666666666664
18385,respectait,16.666666666666664
18386,respecte,16.666666666666664
18387,respectez,16.666666666666664
18388,respectivement,16.666666666666664
18389,respectueuse,16.666666666666664
18390,respecté,16.666666666666664
18391,respectés,16.666666666666664
18392,respira,16.666666666666664
18393,respirant,16.666666666666664
18394,respiration,16.666666666666664
18395,respiratoire,16.666666666666664
18396,respirent,16.666666666666664
18397,respirées,16.666666666666664
18398,responsabilité,16.666666666666664
18399,responsables,16.666666666666664
18400,ressaisi,16.666666666666664
18401,ressaisit,16.666666666666664
18402,ressassant,16.666666666666664
18403,ressemblaient,16.666666666666664
18404,ressemblance,16.666666666666664
18405,ressemblât,16.666666666666664
18406,ressemblé,16.666666666666664
18407,ressemelages,16.666666666666664
18408,ressent,16.666666666666664
18409,ressentant,16.666666666666664
18410,ressenti,16.666666666666664
18411,resserrait,16.666666666666664
18412,resserrant,16.666666666666664
18413,resserrer,16.666666666666664
18414,resservi,16.666666666666664
18415,resservir,16.666666666666664
18416,resservit,16.666666666666664
18417,ressortissants,16.666666666666664
18418,ressortit,16.666666666666664
18419,ressources,16.666666666666664
18420,ressuscite,16.666666666666664
18421,restais,16.666666666666664
18422,restaurateur,16.666666666666664
18423,restaurateurs,16.666666666666664
18424,restaurer,16.666666666666664
18425,restent,16.666666666666664
18426,resteraient,16.666666666666664
18427,resterait,16.666666666666664
18428,restituer,16.666666666666664
18429,restât,16.666666666666664
18430,restées,16.666666666666664
18431,retapant,16.666666666666664
18432,retape,16.666666666666664
18433,retapisser,16.666666666666664
18434,retardataire,16.666666666666664
18435,retenaient,16.666666666666664
18436,retentissent,16.666666666666664
18437,retenues,16.666666666666664
18438,retenus,16.666666666666664
18439,retient,16.666666666666664
18440,retiraient,16.666666666666664
18441,retirât,16.666666666666664
18442,retirés,16.666666666666664
18443,retombait,16.666666666666664
18444,retombe,16.666666666666664
18445,retomber,16.666666666666664
18446,retombé,16.666666666666664
18447,retournerez,16.666666666666664
18448,retournez,16.666666666666664
18449,retournée,16.666666666666664
18450,retournés,16.666666666666664
18451,retranscrits,16.666666666666664
18452,retransmises,16.666666666666664
18453,retraversa,16.666666666666664
18454,retroussait,16.666666666666664
18455,retrousse,16.666666666666664
18456,retroussé,16.666666666666664
18457,retroussée,16.666666666666664
18458,retrouvaient,16.666666666666664
18459,retrouvaille,16.666666666666664
18460,retrouvent,16.666666666666664
18461,retrouvera,16.666666666666664
18462,retrouveraient,16.666666666666664
18463,retrouverait,16.666666666666664
18464,retrouvez,16.666666666666664
18465,retrouvons,16.666666666666664
18466,retrouvèrent,16.666666666666664
18467,retrouvée,16.666666666666664
18468,retrouvés,16.666666666666664
18469,revendait,16.666666666666664
18470,revendications,16.666666666666664
18471,revendiquer,16.666666666666664
18472,revendu,16.666666666666664
18473,revendue,16.666666666666664
18474,revenez,16.666666666666664
18475,revenions,16.666666666666664
18476,revenues,16.666666666666664
18477,revernis,16.666666666666664
18478,reverra,16.666666666666664
18479,reverrai,16.666666666666664
18480,reverrait,16.666666666666664
18481,reviendrais,16.666666666666664
18482,reviendrez,16.666666666666664
18483,reviendrons,16.666666666666664
18484,revienne,16.666666666666664
18485,reviennes,16.666666666666664
18486,revinrent,16.666666666666664
18487,revirent,16.666666666666664
18488,revois,16.666666666666664
18489,revoyait,16.666666666666664
18490,revêche,16.666666666666664
18491,revêtu,16.666666666666664
18492,reçois,16.666666666666664
18493,reçue,16.666666666666664
18494,rhabillerez,16.666666666666664
18495,rhododendrons,16.666666666666664
18496,rhum,16.666666666666664
18497,rhums,16.666666666666664
18498,rhône,16.666666666666664
18499,ri,16.666666666666664
18500,ricanaient,16.666666666666664
18501,ricanait,16.666666666666664
18502,ricanant,16.666666666666664
18503,ricanements,16.666666666666664
18504,richement,16.666666666666664
18505,ricins,16.666666666666664
18506,ricocher,16.666666666666664
18507,ridée,16.666666666666664
18508,riens,16.666666666666664
18509,rieur,16.666666666666664
18510,riffs,16.666666666666664
18511,rigolait,16.666666666666664
18512,rigolent,16.666666666666664
18513,rigoler,16.666666666666664
18514,rigoles,16.666666666666664
18515,rigolé,16.666666666666664
18516,rigorisme,16.666666666666664
18517,rigoureusement,16.666666666666664
18518,rigoureux,16.666666666666664
18519,riment,16.666666666666664
18520,rincé,16.666666666666664
18521,rinça,16.666666666666664
18522,rinçage,16.666666666666664
18523,ripostent,16.666666666666664
18524,rirent,16.666666666666664
18525,rires,16.666666666666664
18526,risquent,16.666666666666664
18527,risquer,16.666666666666664
18528,risqués,16.666666666666664
18529,rissolés,16.666666666666664
18530,rituellement,16.666666666666664
18531,rituels,16.666666666666664
18532,rivales,16.666666666666664
18533,rivalité,16.666666666666664
18534,rivaux,16.666666666666664
18535,rives,16.666666666666664
18536,rivières,16.666666666666664
18537,robinetterie,16.666666666666664
18538,robot,16.666666666666664
18539,robotique,16.666666666666664
18540,rocailles,16.666666666666664
18541,roche,16.666666666666664
18542,rochers,16.666666666666664
18543,rock,16.666666666666664
18544,rodage,16.666666666666664
18545,rodée,16.666666666666664
18546,rodéo,16.666666666666664
18547,rodéos,16.666666666666664
18548,rogatoire,16.666666666666664
18549,roide,16.666666666666664
18550,roidies,16.666666666666664
18551,roidis,16.666666666666664
18552,romans,16.666666666666664
18553,romantiquement,16.666666666666664
18554,rompait,16.666666666666664
18555,rompre,16.666666666666664
18556,rompt,16.666666666666664
18557,rompu,16.666666666666664
18558,ronces,16.666666666666664
18559,rondes,16.666666666666664
18560,ronfla,16.666666666666664
18561,ronflant,16.666666666666664
18562,ronflants,16.666666666666664
18563,ronfle,16.666666666666664
18564,ronflement,16.666666666666664
18565,rongeurs,16.666666666666664
